namc_code,namc_term_diacritical,query
NA-3,pipīlikā bāhyakr̥miḥ,"pipīlikā bāhyakr̥miḥ pipīlikā bāhyakr̥miḥ pipilika bahyakrumih पिपीलिका बाह्यकृमिः the disorder is characterized by kaṇḍūḥ [itching], kōthaḥ [wheal like skin eruptions], piṭikā piḍikā [papules eruptions], gaṇḍaḥ [nodular swelling]"
NB,ābhyantara-kr̥miḥ,ābhyantara kr̥miḥ ābhyantara kr̥miḥ abyantara krumih आभ्यन्तर कृमिः
NB-1,śōṇitajakr̥miḥ/raktajakr̥miḥ,"śōṇitajakr̥miḥ raktajakr̥miḥ śōṇitajakr̥miḥ raktajakr̥miḥ sonitajakrumih raktajakrumih शोणितजकृमिः रक्तजकृमिः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.1,kēśādaḥ,"kēśādaḥ kēśādaḥ kesadah केशादः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.2,rōmādaḥ/lōmādaḥ,"rōmādaḥ lōmādaḥ rōmādaḥ lōmādaḥ romadah lomadah रोमादः लोमादः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.3,lōmavidhvaṁsaḥ,"lōmavidhvaṁsaḥ lōmavidhvaṁsaḥ lomavidhvamsah लोमविध्वंसः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.4,lōmadvīpaḥ,"lōmadvīpaḥ lōmadvīpaḥ lomadvipah लोमद्वीपः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.5,saurasaḥ,"saurasaḥ saurasaḥ saurasah सौरसः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.6,audumvaraḥ,"audumvaraḥ audumvaraḥ audumvarah औदुम्वरः the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.7,jantumātr̥,"jantumātr̥ jantumātr̥ jantumatru जन्तुमातृ the disorder is characterized by vraṇadēśē harṣa [bristling, sense of delightening paraesthesia at wound site hyperesthesia], vraṇadēśē kaṇḍuḥ [itching at wound site], vraṇadēśē tōda [pain at wound site], vraṇadēśē saṁsarpaṇa [feeling of creeping crawling of worms at wound site], kr̥miṇāṁ ativr̥ddhā tvaka bhakṣaṇa [eating up of skin by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā sirā bhakṣaṇa [eating up of vessels by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā snāyu bhakṣaṇa [eating up snāyu by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā māṁsa bhakṣaṇa [eating up māṁsa by enlarged kr̥mi], kr̥miṇāṁ ativr̥ddhā taruṇāsthi bhakṣaṇa [eating up cartilage by enlarged kr̥mi], kēśa upadhvaṁsa [loss of hair], śmaśru upadhvaṁsa [loss of mustache], nakha upadhvaṁsa [loss of nails], lōma upadhvaṁsa [loss of body hairs], pakṣmōpadhvaṁsa [loss of eyelashes], raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]"
NB-1.8,nakhādaḥ,nakhādaḥ nakhādaḥ nakhadah नखादः the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]
NB-1.9,dantādaḥ,dantādaḥ dantādaḥ dantadah दन्तादः the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]
NB-1.10,kikkisaḥ,kikkisaḥ kikkisaḥ kikkisah किक्किसः the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]
NB-1.11,śōṇitajakr̥miḥ,śōṇitajakr̥miḥ śōṇitajakr̥miḥ sonitajakrumih शोणितजकृमिः the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]
NB-1.12,parīsarpaḥ,parīsarpaḥ parīsarpaḥ parisarpah परीसर्पः the disorder is characterized by raktādhiṣṭhāna janya vikārāḥ [diseases of rakta blood borne diseases]
NB-2,kaphajakr̥miḥ,"kaphajakr̥miḥ kaphajakr̥miḥ kapajakrumih कफजकृमिः the disorder is characterized by arōcakaḥ [tastelessness], avipākaḥ [indigestion], ānāhaḥ [barborygmus with distention], āsya sṁsravaṇam [salivation], kārśya [emaciation], kṣavathuḥ [sneezing], chardiḥ [vomitting], jvaraḥ [fever], pīnasa [cold, catarrh], mūrcchā [syncope attacks of swooning], hr̥llāsaḥ [nausea], jr̥mbhā [yawning], aṁgamarda [gheneralized bodyache], pāruṣyam [roughness dryness]"
NB-2.1,antrādaḥ,"antrādaḥ antrādaḥ antradah अन्त्रादः the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness dryness], pīnasa [cold, catarrh]"
NB-2.2 (SM3Y),(a) udarāveṣṭaḥ,(a) udarāveṣṭaḥ (a) udarāveṣṭaḥ udaradah udaraveshtah उदरादः उदरावेष्टः
NB-2.3,hr̥dayādaḥ/hr̥dayōdakaḥ,"hr̥dayādaḥ hr̥dayōdakaḥ hr̥dayādaḥ hr̥dayōdakaḥ hrudayadah hrudayodakah हृदयादः हृदयोदकः the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness dryness], pīnasa [cold, catarrh]"
NB-2.4,curuḥ/kuruḥ,"curuḥ kuruḥ curuḥ kuruḥ curuh kuruh चुरुः कुरुः the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness dryness], pīnasa [cold, catarrh]"
NB-2.5,darbhapuṣpaḥ,"darbhapuṣpaḥ darbhapuṣpaḥ darbapushpah दर्भपुष्पः the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness dryness], pīnasa [cold, catarrh]"
NB-2.6,saugandhikaḥ,"saugandhikaḥ saugandhikaḥ saugandhikah सौगन्धिकः the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness dryness], pīnasa [cold, catarrh]"
NB-2.7,mahāgudaḥ/mahākuhaḥ,"mahāgudaḥ mahākuhaḥ mahāgudaḥ mahākuhaḥ mahagudah mahakuhah महागुदः महाकुहः the disorder is characterized by hr̥llāsaḥ [nausea], āsya sṁsravaṇam [salivation], arōcakaḥ [tastelessness], avipākaḥ [indigestion], jvaraḥ [fever], mūrcchā [syncope attacks of swooning], jr̥mbhā [yawning], kṣavathuḥ [sneezing], ānāhaḥ [barborygmus with distention], aṁgamarda [gheneralized bodyache], chardiḥ [vomiting], kārśya [emaciation], pāruṣyam [roughness dryness], pīnasa [cold, catarrh]"
NB-2.8,mahāpuṣpaḥ,"mahāpuṣpaḥ mahāpuṣpaḥ mahapushpah महापुष्पः the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]"
NB-2.9,pralūnaḥ,"pralūnaḥ pralūnaḥ pralunah प्रलूनः the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]"
NB-2.10,cipiṭaḥ,"cipiṭaḥ cipiṭaḥ cipitah चिपिटः the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]"
NB-2.11,pipīlikā,"pipīlikā pipīlikā pipilika पिपीलिका the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]"
NB-2.12,dāruṇakr̥miḥ,"dāruṇakr̥miḥ dāruṇakr̥miḥ darunakrumih दारुणकृमिः the disorder is characterized by śirōrōga [diseases of head], hr̥drōga [diseases of heart], vamathu [vomiting], pratiśyāyaḥ [cold, catarrh]"
NB-3 (SQ50),(a) purīṣajakṛmiḥ,(a) purīṣajakṛmiḥ (a) purīṣajakṛmiḥ purishajakrumih पुरीषजकृमिः
NB-3.1,kakērukaḥ,"kakērukaḥ kakērukaḥ kakerukah ककेरुकः the disorder is characterized by kārśya [emaciation], gudamukhē kaṇḍu [pruritis ani], pāṇḍutā [pallor], pāruṣya [roughness dryness], lōmaharṣaḥ [horripilation], viḍbhēda [altered feces loose motions], viṣṭambhaḥ [constipation fullness in the abdomen], śūla [colicky pain], gudamukhaṁ paritudan [severe irritation at anus], gudamukhaṁ paryāsatē kaṇḍuḥ [itching at the edges of anus], gudamukhaṁ paryāsatē harṣaḥ [hyperasthesia at the edges of anus], kr̥miṁ ativēlam gudēniṣkramaṇaṁ [per anal expulsion of kr̥mi]"
