namc_code,namc_term_diacritical,short_definition,long_definition
SO-3.1,lēkhanāñjana-ayōgaḥ,-,"the disorder is characterized by ugrataradōṣavat [aggressive form], []"
SO-3.2,lēkhanāñjana-atiyōgaḥ,-,"the disorder is characterized by jihmanētram [distortion of eyes or vision], dāruṇanētram [hardness in eyes], durvarṇanētram [discoloration of eyes], srastanētram [flabbiness], atīvarūkṣanētram [excessive dryness of eyes], atimātraṁ syandatē [excessive lacrimation]"
SO-4,prasādāñjana-apacāraḥ,-,-
SO-4.1,prasādāñjana-ayōgaḥ,-,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all]
SO-4.2,prasādanāñjana-atiyōgaḥ,-,-
SO-5,rōpaṇāñjana-apacāraḥ,-,-
SO-5.1,rōpaṇāñjana-ayōgaḥ,-,the disorder is characterized by apārthakam [insufficient dosage produce no effect at all]
SO-5.2,rōpaṇāñjana-atiyōgaḥ,-,-
SP,tarpaṇa-apacāraḥ,-,-
SP-1,tarpaṇa-hīnayōgaḥ,-,"the disorder is characterized by rūkṣanētram [dry eyes], āvilanētram [turbid eyes], asrāḍhyanētram [excessive lacrimation], asahaṁ rūpadarśanē [photophobia/ intolerance to perceive vision], vyādhivr̥ddhiḥ [increase in disease characters]"
SP-2,tarpaṇa-atiyōgaḥ,-,"the disorder is characterized by gurunētram [heaviness of eye], āvilanētram [confused eyes/ turbid eye], atisnigdhanētram [excessive unctuousness of eye], aśruḥ [lacrimation], kaṇḍūḥ [itching], upadēhaḥ [greasiness], dōṣasamutkliṣṭam [afflicted by dōṣa]"
SQ,puṭapāka-apacāraḥ,-,-
SQ-1,puṭapāka-hīnayōgaḥ,-,"the disorder is characterized by nētrapākaḥ [inflammation/suppuration of eyes], aśruḥ [lacrimation], harṣaṇam [type of pain where internal cooling is felt], dōṣōdgamaḥ [apperance of dōṣa]"
SQ-2,puṭapāka-atiyōgaḥ,-,"the disorder is characterized by rujā [Pain], śōphaḥ [oedema], piḍakā [papule/ eruptions], timirōdgamaḥ [appearance of timira/ partial blindness]"
SR,parihārakāla-vyāpadaḥ/aparihārasēvana,-,-
SR-1,parihārakālē uccabhāṣyam,-,"the disorder is characterized by śirastāpaḥ [burning sensation in the head], śaṅkhanistōdaḥ [pricking pain in temples], karṇanistōdaḥ [pricking pain in ears], śrōtrōparōdhaḥ [deafness], mukhaśōṣaḥ [dryness of mouth], tāluśōṣaḥ [dryness of palate], kaṇṭhaśōṣaḥ [dryness in the throat], timiraḥ [errors of refraction/partial blindness], pipāsā [thirst], jvaraḥ [fever], tamakaḥ [feeling as if entering into darkness], hanugrahaḥ [lock jaw/catching sensation over jaw], manyāstambhaḥ [torticollis/stiffness of neck], niṣṭhīvanam [spitting], uraḥśūlaḥ [pain in the chest and sides of the neck], pārśvaśūlaḥ [pain in sides of chest/flanks], hikkā [hiccup], śvāsaḥ [breathlessness/difficult breathing]"
SR-2,parihārakālē rathakṣōbhaḥ,-,"the disorder is characterized by sandhiśaithilyaḥ [looseness of big joints], parvaśaithilyaḥ [looseness of small joints], hanuśūlaḥ [pain in jaws], nāsāśūlaḥ [nasal pain], karṇaśūlaḥ [earache], śiraḥśūlaḥ [headache], tōdaḥ [pricking pain], kukṣikṣōbhaḥ [irritation in the pelvic region], aṭōpaḥ [gurgling sound of the intestines/ barborygmus], āntrakūjanam [barborygmus/ gurgling sound of intestines], ādhmānam [abdominal distension], hr̥dayōparōdhaḥ [feeling of obstruction in the precordial region/impairment of cardiac activity- bradycardia], indriyōparōdhaḥ [obstruction in the functioning of sense organs], sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in the groin], vr̥ṣaṇavēdanā [pain in the scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]"
SR-3,parihārakālē aticaṅkramaṇam,-,"the disorder is characterized by pādaśūlaḥ [pain in legs/feet], jaṅghāśūlaḥ [pain in calf region], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], vaṅkṣaṇaśūlaḥ [pain in groins], śrōṇīśūlaḥ [pain in pelvic region], pr̥ṣṭhaśūlaḥ [pain in back], sakthisāda [feeling of weakness/fatigue of thighs], sakthinistōda [pricking pain in legs], piṇḍikōdvēṣṭanāṁ [calf claudication/cramp in the calf muscles], aṅgamardaḥ [generalised bodyache], aṁsābhitāpaḥ [burning sensation in shoulders/ scapula], sirāharṣaḥ [pulsatile veins], dhamanīharṣaḥ [pulsatile arteries], śvāsaḥ [breathlessness/difficult breathing], kāsaḥ [cough]"
SR-4,parihārakālē ati-āsana,-,"the disorder is characterized by sphikvēdanā [pain in the hips / buttocks], pārśvavēdanā [pain in sides of chest/flanks], vaṅkṣaṇavēdanā [pain in groins], vr̥ṣaṇavēdanā [pain in scrotum], kaṭīvēdanā [low backpain], pr̥ṣṭhavēdanā [pain in back], sandhidaurbalyam [weakness of joints], skandhadaurbalyam [weakness of shoulders], grīvādaurbalyam [weakness of neck], aṅgābhitāpaḥ [burning sensation in limbs], pādaśōphaḥ [pedal oedema], pādaprasvāpaḥ [pedal numbness], pādaharṣaṇaḥ [tingling sensation of feet]"
SR-5,parihārakālē ajīrṇādhyaśana,-,"the disorder is characterized by mukhaśōṣaḥ [dryness of mouth], ādhmānaḥ [abdominal distension], śulaḥ [colicky pain in the abdomen], nistōdaḥ [pricking type of pain], pipāsā [thirst], gātrasādaḥ [exhaustion or tiredness of body], chardiḥ [vomiting], atīsāraḥ [diarrhoea], mūrcchā [syncope/attacks of swooning], jvaraḥ [fever], pravāhaṇam [straining at defecation], āmaviṣaḥ [clinical features of āmaviṣa]"
SR-6,parihārakālē ahitabhōjanam,-,"the disorder is characterized by anannābhilāṣaḥ [disinclination for food], daurbalyam [weakness], vaivarṇyam [discolouration], kaṇḍūḥ [itching], pāmā [scabies], gātrāvasādaḥ [exhaustion or tirednes to body], grahaṇī [clinical features of grahaṇī], arśaḥ [haemorrhoids]"
SR-7,parihārakālē divāsvapnaḥ,-,"the disorder is characterized by arōcakaḥ [tastelessness], avipākaḥ [indigestion], agnināśaḥ [loss of agni (digestive power)], staimityam [a sensation of being covered with wet clothes], pāṇḍutvam [pallor], kaṇḍūḥ [itching], pāmā [scabies], dāhaḥ [burning sensation], chardīḥ [vomiting], aṅgamardaḥ [generalised bodyache], hr̥tstambhaḥ [tightness in the pericordial region], jāḍyam [dullness/ frigidity/inactiveness], tandrā [drowsiness/lassitude], nidrā-prasaṅgaḥ [continuous sleep], granthijanmaḥ [appearance of nodules], daurbalyam [weakness], raktamūtratā [urine with blood, blood coloured urine/ hematuria], raktākṣitā [reddish coloured eyes], tālulēpaḥ [coating over the palate]"
SR-8,parihārakālē maithunam,-,"the disorder is characterized by āśubalanāśaḥ [instantaneous loss of strength], urusādaḥ [fatigue / weakness in thighs], śirōśūlaḥ [headache], bastiśūlaḥ [pain in basti/ urinary bladder], gudaśūlaḥ [proctalgia], mēḍhraśūlaḥ [penile pain], vaṅkṣaśūlaḥ [pain in groins], ūruśūlaḥ [pain in thighs], jānuśūlaḥ [pain in knees], jaṅghāśūlaḥ [pain in calf region], pādaśūlaḥ [pain in legs/feet], hr̥dayaspandanam [palpitation of heart], nētrapīḍā [pain in eyes], aṅgaśaithilyam [asthenia of limbs], śukramārgaśōṇitāgamanam [bleeding through the seminal passage], kāsaḥ [cough], śvāsaḥ [breathlessness/difficult breathing], śōṇitaṣṭhīvanam [haemoptysis], svarāvasādaḥ [sunken voice], kaṭīdaurbalyaḥ [weakness of lumbar region], ēkāṅgarōgaḥ [paralysis of the one part of the body], sarvāṅgarōgaḥ [paralysis of the whole body], muṣkaśvayathu [scrotal oedema], vātasaṅga [retention of vāyu/ flatus], varcasaṅga [retention of stools], mūtrasaṅga [obstruction/retention in passage of urine], śukravisargaḥ [excessive discharge of semen], jāḍyam [dullness/ frigidity/inactiveness], vēpathuḥ [shivering/tremors], bādhiryam [deafness/ hearing impairment], viṣādaḥ [depression], avalupyata iva gudaḥ [a feeling as if the anus is being cut], tāḍyata iva mēḍhram [pain in the phallus as if it is being hit], avasīdatīva manaḥ [a feeling as if the mind is shrinking], vēpatē hr̥dayam [trembling of the heart], pīḍyantē sandhayaḥ [pain in joints], tamaḥ pravēśyata iva [feels as entering into darkness]"
SS,śastrakarma-apacāraḥ,-,-
SS-1,śastrakṣārāgnivibhrama (arśasāṁ),-,"the disorder is characterized by puṁstvōpaghātaḥ [impotence/loss of sexual vigor], śvayathuḥ gudē [swelling in the anus], vēgavinigrahaḥ [lack of urge for deaecation], ādhmān [abdominal distension], dāruṇaṁ śūlam [excruciating pain], vyathā [uneasiness/ agitation/feeling of discomfort], raktātivartanam [excessive bleeding], rūḍhānāṁ punarvirōhaḥ [recurrence of the pile mass after these are healed], klēdaḥ [moistening / soddening], gudabhraṁśaḥ [rectal prolapse], śīghramaraṇam [instant death]"
SS-2,karṇavyadhajanyarōgaḥ,-,-
SS-2.1,kālikā,-,"the disorder is characterized by jvaraḥ [fever], dāhaḥ [burning sensation], śvayathuḥ [swelling], vēdanā [pain]"
SS-2.2,marmarikā,-,"the disorder is characterized by vēdanā [pain], jvaraḥ [fever], granthiḥ [glandular swellings]"
SS-2.3,lōhitikā,-,"the disorder is characterized by manyāstambhaḥ [torticollis/stiffness of neck], apatānakaḥ [spasmodic contractions /convulsions of body], śirōgrahaḥ [stiffness of head], karṇaśūlaḥ [ear ache]"
SS-3,karṇavyadhakālē sandhānasya ayōgaḥ,-,-
SS-3.1,vātaduṣṭaraktam,-,the disorder is characterized by paripuṭanam [loss of skin]
SS-3.2,pittaduṣṭaraktakōpa,-,"the disorder is characterized by dāhaḥ [burning sensation], pākaḥ [inflammation/suppuration], rāgaḥ [redness/congestion], vēdanā [pain]"
SS-3.3,kaphaduṣṭa-raktaḥ,-,"the disorder is characterized by stabdhatā [stiffness], kaṇḍūḥ [itching]"
SS-3.4,atipravr̥tta-raktaḥ,-,"the disorder is characterized by śyāvatā [discoloration], śōphaḥ [oedema]"
SS-3.5,alpapravr̥tta-raktaḥ,-,-
SS-4,liṅganāśa-mithyāvēdhanam,-,"the disorder is characterized by rāgaḥ [redness/congestion], śōphaḥ [oedema], arbudam [tumor], cōṣaḥ [sucking type of pain], budbudam [muscular growth resembling bubble], śūkarākṣitā [downward gaze], adhimanthaḥ [eye disease - glacouma], rujā [pain]"
SS-5,lēkhana-atiyōgaḥ,-,"the disorder is characterized by vartmam vyāvartatē [eye lids remain everted], pakṣmam vimuhyati/vimuñcati [eye lashes become distorted], ruk [pain], srāvabahulam [profuse discharge]"
SS-6,lēkhana-ayōgaḥ,-,"the disorder is characterized by śastrakr̥tāt kṣatāt skannaṁ raktam dhruvam sravēt [eye has a thick bloody discharge from the wound produced by instrument], rāgaḥ [redness/congestion], śōphaḥ [oedema], parisrāvaḥ [excessive discharges], timiram [errors of refraction/partial blindness], vyādhyanirjayaḥ [condition does not get relieved], śyāvaṁ vartmam [brownish discolouration of eyelid], guru vartmam [heaviness], stabdhaṁ vartmam [fixedness of eyelid], vartmakaṇḍū [itching in eyelid], vartmaharṣaḥ [flickering of eyelids], vartmōpadēhaḥ [sticky discharges], udīrṇa nētrapāka [severe inflammation of eye]"
ST,kṣāra-karma-apacāraḥ,-,-
ST-1,kṣāra-vibhramaḥ,-,"the disorder is characterized by jvaraḥ [fever], atisāraḥ [diarrhoea], tr̥ṭ [thirst], mōhaḥ [confusion/delirium], mūrchā [syncope/attacks of swooning], hr̥dvēdanā [precordial pain/cardiac pain], hr̥dārtiḥ [distress in heart]"
ST-2,kṣārapāna-atiyōgaḥ,-,"the disorder is characterized by kēśōpaghātaḥ [hair fall], akṣyupaghātaḥ [impairment of vision], hr̥dayōpaghātaḥ [affliction of heart], puṁstvōpaghātaḥ [impotence/loss of sexual vigor], āndhyam [blindness], ṣāṇḍhyam [impotence], khālityam [baldness], pālityam [greying of hairs], hr̥dayāpakartiḥ [cutting type of pain in cardiac region]"
ST-3,kṣāra-atidagdhaḥ,-,"the disorder is characterized by dāhaḥ [burning sensation], rāgaḥ [redness/congestion], pākaḥ [inflammation/suppuration], srāvaḥ [discharge], aṅgamardaḥ [generalised bodyache], klamaḥ [exhaustion without exertion], pipāsā [thirst], mūrcchā [syncope/attacks of swooning], maraṇam [death], ūṣā [burning sensation with sweating and restlessness], śōphaḥ [swelling / proctitis], jvaraḥ [fever], visarpaḥ [spreading cellulitis/erysipelas], śirōrōgaḥ [diseases of head], raktasrāvaḥ [bleeding]"
ST-3.1,kṣāra-atidagdha-gudaḥ,-,"the disorder is characterized by viṭ- rōdhaḥ/ viṭ- saṁrōdhaḥ [obstruction of faeces], mūtrarōdhaḥ/mūtrasaṁrōdhaḥ [obstruction in passage of urine], atīsāraḥ [diarrhoea], puṁstvōpaghātaḥ [impotence/loss of sexual vigor], gudavisaraṇāt mr̥tyuḥ/gudaśātanāt mr̥tyuḥ [death on fissuring/ tearing of anus], gudaśōpha [swelling at anus], gudatōdaḥ [pricking type of pain], gudavēdanā [proctalgia], gudasrāvaḥ [anal discharge], śakr̥dvidhāraṇāśaktiḥ [unable to urge of defecation], mūtravidhāraṇāśaktiḥ [unable to hold urine], viṭ-atipravr̥ttiḥ [excessive defecation], mūtrātipravr̥ttiḥ [frequent micturition]"
ST-3.2,kṣāra-atidagdha-nāsā,-,"the disorder is characterized by nāsāvaṁśataruṇāsthidaraṇam/nāsāvaṁśadaraṇam [destruction of nasal cartilage], nāsāvaṁśataruṇāsthisaṅkōcaḥ/nāsāvaṁśākuṁcanam [constriction of nasal cartilage], gandhājñānam/viṣayājñānam [loss of sense of smell]"
ST-3.3,kṣāra-atidagdha-nētram,-,"the disorder is characterized by vartmanirbhēdaḥ [disruption of sensory function of the eye due to puncture in the lids], indriyabhraṁśaḥ [impaired vision]"
ST-3.4,kṣāra-atidagdha-śrōtram,-,the disorder is characterized by śabdājñānaṁ [loss of hearing]
ST-4,kṣāra-hīnadagdhaḥ/durdagdha,-,"the disorder is characterized by tōdaḥ [pricking pain], kaṇḍūḥ [itching], jāḍyam [dullness/ frigidity/inactiveness], vyādhivr̥ddhiḥ [increase in disease characters], tāmratā [coppery discolouration]"
SU,agnikarma-apacāraḥ,-,-
SU-1,agnivibhrama,-,-
SU-1.1,agni-atidagdhaḥ,-,"the disorder is characterized by māṁsāvalambanam/māṁsapralambanam/māṁsalambanam [hanging of māṁsa at burn site], gātraviślēṣaḥ [loosening of body parts], atimātraṁ sirāvyāpādanam/sirānāśaḥ [excessive injury to blood vessels/ loss of blood vessles], atimātraṁ snāyuvyāpādanam/snāyunāśaḥ [excessive injury to tendons/ loss of tendons], atimātraṁ sandhivyāpādanam/sandhināśaḥ [excessive injury to joints/ loss of joints], atimātraṁ asthivyāpādanam/asthināśaḥ [excessive injury to bones/ loss of bones], jvaraḥ [fever], dāhaḥ [burning sensation], pipāsā/tr̥ṭ [thirst], mūrcchā [syncope/attacks of swooning], vraṇaḥ cirēṇa rōhati/ vraṇasya kr̥cchrēṇa rōhaṇam [delayed wound healing], rūḍhavraṇaḥ vivarṇō bhavati [discloured scar of healed wound], ugrarujā/vēdanā [severe pain], dhūmāyanam/dhūpanam [smoky sensation], gambhīravraṇaḥ/vraṇagāmbhīryam [deep wounds], chardiḥ [vomiting], śōṇitātipravr̥ttiḥ [heavy bleeding], śōṇitātipravr̥ttinimittōpadravaḥ [complication due to heavy blood loss viz. emaciation, tremors, convulsive movement of body etc.], māṁsasaṁkōcaḥ [contraction of māṁsa], mr̥tyuḥ [death]"
SU-1.1.1,atidagdha-nāsā (agnikarma),-,-
SU-1.1.2,atidagdha-guda,-,-
SU-1.1.3,atidagdha-arśaḥ,-,"the disorder is characterized by gudāvadaraṇam [fissure], dāhaḥ [burning sensation], mūrcā [syncope/attacks of swooning], jvaraḥ [fever], pipāsā [thirst], śōṇitātipravr̥ttinimittōpadravaḥ [complication due to heavy blood loss viz. emaciation, tremors, convulsive movement of body etc]"
SU-1.2,durdagdham (agnikarma),-,"the disorder is characterized by sphōṭāḥ [blisters], tīvra-cōṣaḥ [severe sucking type pain], tīvradāhaḥ [severe burning sensation], tīvrarāgaḥ [severe redness], tīvrapākaḥ [acute inflammation], tīvravēdanā [severe pain], cirādupaśamaḥ [delayed healing]"
SU-1.3,hīnadagdha-arśaḥ,-,"the disorder is characterized by dhyāmavraṇaḥ [bluish black colour], alpavraṇaḥ [small wound], kaṇḍūḥ [itching], anilavaiguṇyam [impairment of vāta], indriyāṇāmaprasādaḥ [impairment of sense organs], vikārasya aśāntiḥ [does not get cured]"
SU-1.4,tutthadagdhaḥ,-,"the disorder is characterized by tvagvaivarṇyam [dis colouration], atyartham ūṣā [burning sensation with sweating and restlessness], na sphōṭasamudbhavaḥ [no blisters]"
SW,(a) vraṇa-apacāraḥ,-,-
SW-1,abudhnavraṇaḥ,-,the disorder is characterized by pāka [inflammation/suppuration]
