Sr No.,NAMC_ID,NAMC_CODE,NAMC_TERM,Tamil_term,Short_definition,Long_definition,Reference,query,normalized_term,system,code,term,display_name,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM
35,35,ACC1.1,Aiya Maṇṇīral Nōy,ஐய மண்ணீரல் நோய்,Spleenomegaly due to aiyam with intermittent fever,"It is characterized by malaise, pallor, peripheral oedema.Engorged veins and varicose veins.If chronic,intermittent fever,bedridden,emaciation ,decreased blood volume and fatal. This can be explained by deranged Iyam influences Aẕal affects vyanan,abanan","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No: 336","aiya maṇṇīral nōy aiya maṇṇīral nōy aiya maṇṇīral nōy aiya maṇṇīral nōy ஐய மண்ணீரல் நோய் ஐய மண்ணீரல் நோய் ஐய மண்ணீரல் நோய் ஐய மண்ணீரல் நோய் spleenomegaly due to aiyam with intermittent fever spleenomegaly due to aiyam with intermittent fever spleenomegaly due to aiyam with intermittent fever it is characterized by malaise, pallor, peripheral oedema.engorged veins and varicose veins.if chronic,intermittent fever,bedridden,emaciation ,decreased blood volume and fatal. this can be explained by deranged iyam influences aẕal affects vyanan,abanan k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no: 336",aiya maṇṇīral nōy,siddha,ACC1.1,Aiya Maṇṇīral Nōy,Aiya Maṇṇīral Nōy,,,,
36,36,ACD,Mukkuṟṟam,முக்குற்றம்,Spleen disease classified under mukkutram humour,,,mukkuṟṟam mukkuṟṟam mukkuṟṟam mukkuṟṟam முக்குற்றம் முக்குற்றம் முக்குற்றம் முக்குற்றம் spleen disease classified under mukkutram humour spleen disease classified under mukkutram humour spleen disease classified under mukkutram humour,mukkuṟṟam,siddha,ACD,Mukkuṟṟam,Mukkuṟṟam,,,,
37,37,ACD1.1,Mukkuṟṟa Maṇṇīral Nōy,முக்குற்ற மண்ணீரல் நோய்,"Spleenomegaly due to mukuttram,may be fatal","It is characterized by signs and symptoms of vali, Aẕal and iya manneeral noi, massive spleenomegaly, health deteriorates leading to sudden death. It is explained by increased vali, Aẕal and iyam . Among the seven Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ ,Koẕup","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No: 336","mukkuṟṟa maṇṇīral nōy mukkuṟṟa maṇṇīral nōy mukkuṟṟa maṇṇīral nōy mukkuṟṟa maṇṇīral nōy முக்குற்ற மண்ணீரல் நோய் முக்குற்ற மண்ணீரல் நோய் முக்குற்ற மண்ணீரல் நோய் முக்குற்ற மண்ணீரல் நோய் spleenomegaly due to mukuttram,may be fatal spleenomegaly due to mukuttram,may be fatal spleenomegaly due to mukuttram,may be fatal it is characterized by signs and symptoms of vali, aẕal and iya manneeral noi, massive spleenomegaly, health deteriorates leading to sudden death. it is explained by increased vali, aẕal and iyam . among the seven uṭaṟtātukkaḷ cāram, cennīr, ūṉ ,koẕup k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no: 336",mukkuṟṟa maṇṇīral nōy,siddha,ACD1.1,Mukkuṟṟa Maṇṇīral Nōy,Mukkuṟṟa Maṇṇīral Nōy,,,,
38,38,AD,Nīr Vēṭkai Nōy,நீர் வேட்கை நோய்,Thirst disease,,,nīr vēṭkai nōy nīr vēṭkai nōy nīr vēṭkai nōy nīr vēṭkai nōy நீர் வேட்கை நோய் நீர் வேட்கை நோய் நீர் வேட்கை நோய் நீர் வேட்கை நோய் thirst disease thirst disease thirst disease,nīr vēṭkai nōy,siddha,AD,Nīr Vēṭkai Nōy,Nīr Vēṭkai Nōy,,,,
39,39,ADA,Vaḷi,வளி,Thirst disease classified under vali humour,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி thirst disease classified under vali humour thirst disease classified under vali humour thirst disease classified under vali humour,vaḷi,siddha,ADA,Vaḷi,Vaḷi,,,,
40,40,ADA1.1,Vaḷi Nīr Vēṭkai Nōy,வளி நீர் வேட்கை நோய்,Severe thirst due to vali,"It is characterised by morbid thirst, blackish discoloration of the body, tasteless, deafness, increased sleepiness and decreased vigour. It is explained by increased vali ( udanan,vyanan ) and Aẕal. Among the seven Uṭaṟtātukkaḷ Cāram and seneer gets af","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 272","vaḷi nīr vēṭkai nōy vaḷi nīr vēṭkai nōy vaḷi nīr vēṭkai nōy vaḷi nīr vēṭkai nōy வளி நீர் வேட்கை நோய் வளி நீர் வேட்கை நோய் வளி நீர் வேட்கை நோய் வளி நீர் வேட்கை நோய் severe thirst due to vali severe thirst due to vali severe thirst due to vali it is characterised by morbid thirst, blackish discoloration of the body, tasteless, deafness, increased sleepiness and decreased vigour. it is explained by increased vali ( udanan,vyanan ) and aẕal. among the seven uṭaṟtātukkaḷ cāram and seneer gets af k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 272",vaḷi nīr vēṭkai nōy,siddha,ADA1.1,Vaḷi Nīr Vēṭkai Nōy,Vaḷi Nīr Vēṭkai Nōy,,,,
41,41,ADB,Aẕal,அழல்,Thirst disease classified under azhal humour,,,aẕal aẕal aẕal aẕal அழல் அழல் அழல் அழல் thirst disease classified under azhal humour thirst disease classified under azhal humour thirst disease classified under azhal humour,aẕal,siddha,ADB,Aẕal,Aẕal,,,,
42,42,ADB1.1,Aẕal Nīr Vēṭkai Nōy,அழல் நீர் வேட்கை நோய்,Thirst due to azhal,"It is characterised by increased body temperature, dryness of tongue, pricking pain and redness in uvula,palate.throat and tongue, burning sensation of tongue. It is explained by increased Aẕal and vali (udanan,vyanan). Among the seven Uṭaṟtātukkaḷ Cāra","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 273","aẕal nīr vēṭkai nōy aẕal nīr vēṭkai nōy aẕal nīr vēṭkai nōy aẕal nīr vēṭkai nōy அழல் நீர் வேட்கை நோய் அழல் நீர் வேட்கை நோய் அழல் நீர் வேட்கை நோய் அழல் நீர் வேட்கை நோய் thirst due to azhal thirst due to azhal thirst due to azhal it is characterised by increased body temperature, dryness of tongue, pricking pain and redness in uvula,palate.throat and tongue, burning sensation of tongue. it is explained by increased aẕal and vali (udanan,vyanan). among the seven uṭaṟtātukkaḷ cāra k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 273",aẕal nīr vēṭkai nōy,siddha,ADB1.1,Aẕal Nīr Vēṭkai Nōy,Aẕal Nīr Vēṭkai Nōy,,,,
43,43,ADB1.2,Iraca Nīr Vēṭkai Nōy,இரச நீர் வேட்கை நோய்,Thirst during conversion of Cāram to blood may lead to fatal,"It is characterised by increased thirst, dryness of mouth due to haemorrhage, loss of intelligence and dyspnoea. It is explained by increased Aẕal, vali (udanan) and iyam. Among the seven Uṭaṟtātukkaḷ Cāram and Cennīr gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No.273","iraca nīr vēṭkai nōy iraca nīr vēṭkai nōy iraca nīr vēṭkai nōy iraca nīr vēṭkai nōy இரச நீர் வேட்கை நோய் இரச நீர் வேட்கை நோய் இரச நீர் வேட்கை நோய் இரச நீர் வேட்கை நோய் thirst during conversion of cāram to blood may lead to fatal thirst during conversion of cāram to blood may lead to fatal thirst during conversion of cāram to blood may lead to fatal it is characterised by increased thirst, dryness of mouth due to haemorrhage, loss of intelligence and dyspnoea. it is explained by increased aẕal, vali (udanan) and iyam. among the seven uṭaṟtātukkaḷ cāram and cennīr gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no.273",iraca nīr vēṭkai nōy,siddha,ADB1.2,Iraca Nīr Vēṭkai Nōy,Iraca Nīr Vēṭkai Nōy,,,,
44,44,ADC,Aiyam,ஐயம்,Thirst disease classified under aiyam humour,,,aiyam aiyam aiyam aiyam ஐயம் ஐயம் ஐயம் ஐயம் thirst disease classified under aiyam humour thirst disease classified under aiyam humour thirst disease classified under aiyam humour,aiyam,siddha,ADC,Aiyam,Aiyam,,,,
45,45,ADC1.1,Aiya Nīr Vēṭkai Nōy,ஐய நீர் வேட்கை நோய்,Thirst due to aiyam,"It is characterised by obstruction in the throat, sweet taste in the tongue, dyspepsia, anorexia and ageusia. It is explained by increased iyam and decreased Aẕal and vali ( udanan ). Among the seven Uṭaṟtātukkaḷ Cāram and seneer gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 273","aiya nīr vēṭkai nōy aiya nīr vēṭkai nōy aiya nīr vēṭkai nōy aiya nīr vēṭkai nōy ஐய நீர் வேட்கை நோய் ஐய நீர் வேட்கை நோய் ஐய நீர் வேட்கை நோய் ஐய நீர் வேட்கை நோய் thirst due to aiyam thirst due to aiyam thirst due to aiyam it is characterised by obstruction in the throat, sweet taste in the tongue, dyspepsia, anorexia and ageusia. it is explained by increased iyam and decreased aẕal and vali ( udanan ). among the seven uṭaṟtātukkaḷ cāram and seneer gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 273",aiya nīr vēṭkai nōy,siddha,ADC1.1,Aiya Nīr Vēṭkai Nōy,Aiya Nīr Vēṭkai Nōy,,,,
46,46,ADC1.2,Ceriyā Nīr Vēṭkai Nōy,செரியா நீர் வேட்கை நோய்,Thirst due to dyspepsia.,"This is characterised by thirst due to consumption of increased sweet,salt,easily indigestible food during any illness or after a long walk . This can be explained by deranged Iyam influences Aẕal affects udanan. Among the seven Uṭaṟtātukkaḷ,Cāram to s","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 273","ceriyā nīr vēṭkai nōy ceriyā nīr vēṭkai nōy ceriyā nīr vēṭkai nōy ceriyā nīr vēṭkai nōy செரியா நீர் வேட்கை நோய் செரியா நீர் வேட்கை நோய் செரியா நீர் வேட்கை நோய் செரியா நீர் வேட்கை நோய் thirst due to dyspepsia. thirst due to dyspepsia. thirst due to dyspepsia. this is characterised by thirst due to consumption of increased sweet,salt,easily indigestible food during any illness or after a long walk . this can be explained by deranged iyam influences aẕal affects udanan. among the seven uṭaṟtātukkaḷ,cāram to s k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 273",ceriyā nīr vēṭkai nōy,siddha,ADC1.2,Ceriyā Nīr Vēṭkai Nōy,Ceriyā Nīr Vēṭkai Nōy,,,,
47,47,ADD,Mukkuṟṟam,முக்குற்றம்,Thirst disease classified under mukkutram humour,,,mukkuṟṟam mukkuṟṟam mukkuṟṟam mukkuṟṟam முக்குற்றம் முக்குற்றம் முக்குற்றம் முக்குற்றம் thirst disease classified under mukkutram humour thirst disease classified under mukkutram humour thirst disease classified under mukkutram humour,mukkuṟṟam,siddha,ADD,Mukkuṟṟam,Mukkuṟṟam,,,,
48,48,ADD1.1,Mukkuṟṟa Nīr Vēṭkai Nōy,முக்குற்ற நீர் வேட்கை நோய்,Thirst in mukkuttram conditions,"It is characterised by fever, sanni, diabetes and dyspnoea with bad prognosis. It is explained by increase of vali, Aẕal and iyam. Among the Uṭaṟtātukkaḷ Cāram, Cennīr, Ūṉ , Koẕuppu, Eṉpu, Mūḷai and sukkilam gets affected.","K. N. Kuppusamy Mudaliar (2007). Siddha Maruthuvam - Pothu (7th ed.)Chennai; Department of Indian Medicine & Homeopathy, Page No 273","mukkuṟṟa nīr vēṭkai nōy mukkuṟṟa nīr vēṭkai nōy mukkuṟṟa nīr vēṭkai nōy mukkuṟṟa nīr vēṭkai nōy முக்குற்ற நீர் வேட்கை நோய் முக்குற்ற நீர் வேட்கை நோய் முக்குற்ற நீர் வேட்கை நோய் முக்குற்ற நீர் வேட்கை நோய் thirst in mukkuttram conditions thirst in mukkuttram conditions thirst in mukkuttram conditions it is characterised by fever, sanni, diabetes and dyspnoea with bad prognosis. it is explained by increase of vali, aẕal and iyam. among the uṭaṟtātukkaḷ cāram, cennīr, ūṉ , koẕuppu, eṉpu, mūḷai and sukkilam gets affected. k. n. kuppusamy mudaliar (2007). siddha maruthuvam - pothu (7th ed.)chennai; department of indian medicine & homeopathy, page no 273",mukkuṟṟa nīr vēṭkai nōy,siddha,ADD1.1,Mukkuṟṟa Nīr Vēṭkai Nōy,Mukkuṟṟa Nīr Vēṭkai Nōy,,,,
49,49,AE,Ūtal Nōy,ஊதல் நோய்,Anasarca,,,ūtal nōy ūtal nōy ūtal nōy ūtal nōy ஊதல் நோய் ஊதல் நோய் ஊதல் நோய் ஊதல் நோய் anasarca anasarca anasarca,ūtal nōy,siddha,AE,Ūtal Nōy,Ūtal Nōy,,,,
50,50,AEA,Vaḷi,வளி,Anasarca classified under vali humour,,,vaḷi vaḷi vaḷi vaḷi வளி வளி வளி வளி anasarca classified under vali humour anasarca classified under vali humour anasarca classified under vali humour,vaḷi,siddha,AEA,Vaḷi,Vaḷi,,,,
