code,title,fully_specified_name,description,inclusions,exclusions,index_terms,chapter,search_text,normalized_title,term
1A08,Paratyphoid fever,,"A condition caused by an infection with the gram-negative bacteria Salmonella paratyphi. This condition is characterised by an acute sustained fever. The individual may feel weak, have stomach pains, headache, loss of appetite, or a rash of flat, rose-coloured spots. Transmission is by ingestion of contaminated food or water. Confirmation is by identification of Salmonella paratyphi in a faecal or blood sample.",,,Paratyphoid fever; Infection due to Salmonella paratyphi; Paratyphoid fever A; paratyphoid A; salmonella infection paratyphi A; salmonella paratyphoid fever A; Enteritis due to paratyphoid fever A; Colitis due to paratyphoid fever A; Paratyphoid fever B; paratyphoid b; salmonella infection paratyphi B; salmonella paratyphoid fever B; salmonella schottmuelleri infection; Enteritis due to paratyphoid fever B; Colitis due to paratyphoid fever B; Paratyphoid fever C; paratyphoid C; salmonella hirschfeldii infection; salmonella infection paratyphi C; salmonella paratyphoid fever C; Enteritis due to paratyphoid fever C; Colitis due to paratyphoid fever C,chapter1,"paratyphoid fever paratyphoid fever paratyphoid fever paratyphoid fever; infection due to salmonella paratyphi; paratyphoid fever a; paratyphoid a; salmonella infection paratyphi a; salmonella paratyphoid fever a; enteritis due to paratyphoid fever a; colitis due to paratyphoid fever a; paratyphoid fever b; paratyphoid b; salmonella infection paratyphi b; salmonella paratyphoid fever b; salmonella schottmuelleri infection; enteritis due to paratyphoid fever b; colitis due to paratyphoid fever b; paratyphoid fever c; paratyphoid c; salmonella hirschfeldii infection; salmonella infection paratyphi c; salmonella paratyphoid fever c; enteritis due to paratyphoid fever c; colitis due to paratyphoid fever c paratyphoid fever; infection due to salmonella paratyphi; paratyphoid fever a; paratyphoid a; salmonella infection paratyphi a; salmonella paratyphoid fever a; enteritis due to paratyphoid fever a; colitis due to paratyphoid fever a; paratyphoid fever b; paratyphoid b; salmonella infection paratyphi b; salmonella paratyphoid fever b; salmonella schottmuelleri infection; enteritis due to paratyphoid fever b; colitis due to paratyphoid fever b; paratyphoid fever c; paratyphoid c; salmonella hirschfeldii infection; salmonella infection paratyphi c; salmonella paratyphoid fever c; enteritis due to paratyphoid fever c; colitis due to paratyphoid fever c paratyphoid fever; infection due to salmonella paratyphi; paratyphoid fever a; paratyphoid a; salmonella infection paratyphi a; salmonella paratyphoid fever a; enteritis due to paratyphoid fever a; colitis due to paratyphoid fever a; paratyphoid fever b; paratyphoid b; salmonella infection paratyphi b; salmonella paratyphoid fever b; salmonella schottmuelleri infection; enteritis due to paratyphoid fever b; colitis due to paratyphoid fever b; paratyphoid fever c; paratyphoid c; salmonella hirschfeldii infection; salmonella infection paratyphi c; salmonella paratyphoid fever c; enteritis due to paratyphoid fever c; colitis due to paratyphoid fever c a condition caused by an infection with the gram-negative bacteria salmonella paratyphi. this condition is characterised by an acute sustained fever. the individual may feel weak, have stomach pains, headache, loss of appetite, or a rash of flat, rose-coloured spots. transmission is by ingestion of contaminated food or water. confirmation is by identification of salmonella paratyphi in a faecal or blood sample.",paratyphoid fever,Paratyphoid fever
1A09,Infections due to other Salmonella,,,,,,chapter1,infections due to other salmonella infections due to other salmonella infections due to other salmonella,infections due to other salmonella,Infections due to other Salmonella
1A09.0,Salmonella enteritis,,"This refers to inflammation of the small intestine due to infection with nontyphoidal Salmonella, bacteria of the genus Salmonella, a member of the family Enterobacteriaceae. Bacteria of the genus Salmonella are rod-shaped, Gram-negative, non-spore-forming and predominantly motile.",,,Salmonella enteritis; Bacterial enteritis due to salmonella; enteric paratyphosis; food poisoning due to salmonella; food poisoning due to salmonella with gastroenteritis; salmonella dysentery; salmonella enterica subspecies arizonae infection; salmonella food poisoning; salmonella gastroenteritis; salmonella infection with enteritis; salmonella poisoning; salmonellosis,chapter1,"salmonella enteritis salmonella enteritis salmonella enteritis salmonella enteritis; bacterial enteritis due to salmonella; enteric paratyphosis; food poisoning due to salmonella; food poisoning due to salmonella with gastroenteritis; salmonella dysentery; salmonella enterica subspecies arizonae infection; salmonella food poisoning; salmonella gastroenteritis; salmonella infection with enteritis; salmonella poisoning; salmonellosis salmonella enteritis; bacterial enteritis due to salmonella; enteric paratyphosis; food poisoning due to salmonella; food poisoning due to salmonella with gastroenteritis; salmonella dysentery; salmonella enterica subspecies arizonae infection; salmonella food poisoning; salmonella gastroenteritis; salmonella infection with enteritis; salmonella poisoning; salmonellosis salmonella enteritis; bacterial enteritis due to salmonella; enteric paratyphosis; food poisoning due to salmonella; food poisoning due to salmonella with gastroenteritis; salmonella dysentery; salmonella enterica subspecies arizonae infection; salmonella food poisoning; salmonella gastroenteritis; salmonella infection with enteritis; salmonella poisoning; salmonellosis this refers to inflammation of the small intestine due to infection with nontyphoidal salmonella, bacteria of the genus salmonella, a member of the family enterobacteriaceae. bacteria of the genus salmonella are rod-shaped, gram-negative, non-spore-forming and predominantly motile.",salmonella enteritis,Salmonella enteritis
1A10,Foodborne staphylococcal intoxication,,,,,Foodborne staphylococcal intoxication; food poisoning due to staphylococcus; staphylococcal food poisoning; staphylococcal toxaemia due to food; staphylococcus poisoning,chapter1,foodborne staphylococcal intoxication foodborne staphylococcal intoxication foodborne staphylococcal intoxication foodborne staphylococcal intoxication; food poisoning due to staphylococcus; staphylococcal food poisoning; staphylococcal toxaemia due to food; staphylococcus poisoning foodborne staphylococcal intoxication; food poisoning due to staphylococcus; staphylococcal food poisoning; staphylococcal toxaemia due to food; staphylococcus poisoning foodborne staphylococcal intoxication; food poisoning due to staphylococcus; staphylococcal food poisoning; staphylococcal toxaemia due to food; staphylococcus poisoning,foodborne staphylococcal intoxication,Foodborne staphylococcal intoxication
1A11,Botulism,,"A disease caused by an infection with the gram-positive bacteria Clostridium botulinum. This disease commonly presents with abdominal pain, vomiting, acute paralysis, blurred vision, diplopia, and may be fatal. Transmission is by ingestion of contaminated food, direct contact, or from accidental overdose. Confirmation is by identification of Clostridium botulinum in a faecal or food sample.",,,,chapter1,"botulism botulism botulism a disease caused by an infection with the gram-positive bacteria clostridium botulinum. this disease commonly presents with abdominal pain, vomiting, acute paralysis, blurred vision, diplopia, and may be fatal. transmission is by ingestion of contaminated food, direct contact, or from accidental overdose. confirmation is by identification of clostridium botulinum in a faecal or food sample.",botulism,Botulism
1A11.0,Foodborne intoxication by botulinum toxin,Foodborne Clostridium botulinum toxin intoxication,,,,Foodborne intoxication by botulinum toxin; foodborne intoxication due to Clostridium botulinum; Foodborne Clostridium botulinum toxin intoxication,chapter1,foodborne clostridium botulinum toxin intoxication foodborne clostridium botulinum toxin intoxication foodborne clostridium botulinum toxin intoxication foodborne clostridium botulinum toxin intoxication foodborne intoxication by botulinum toxin foodborne intoxication by botulinum toxin foodborne intoxication by botulinum toxin foodborne intoxication by botulinum toxin; foodborne intoxication due to clostridium botulinum; foodborne clostridium botulinum toxin intoxication foodborne intoxication by botulinum toxin; foodborne intoxication due to clostridium botulinum; foodborne clostridium botulinum toxin intoxication foodborne intoxication by botulinum toxin; foodborne intoxication due to clostridium botulinum; foodborne clostridium botulinum toxin intoxication,foodborne intoxication by botulinum toxin,Foodborne Clostridium botulinum toxin intoxication
1A11.1,Other forms of botulism,,,,,Other forms of botulism; Inhalational botulism; Iatrogenic botulism; Wound botulism; Adult intestinal botulism; Infant intestinal botulism; infant botulism; infantile botulism; Toxin-mediated infectious botulism,chapter1,other forms of botulism other forms of botulism other forms of botulism other forms of botulism; inhalational botulism; iatrogenic botulism; wound botulism; adult intestinal botulism; infant intestinal botulism; infant botulism; infantile botulism; toxin-mediated infectious botulism other forms of botulism; inhalational botulism; iatrogenic botulism; wound botulism; adult intestinal botulism; infant intestinal botulism; infant botulism; infantile botulism; toxin-mediated infectious botulism other forms of botulism; inhalational botulism; iatrogenic botulism; wound botulism; adult intestinal botulism; infant intestinal botulism; infant botulism; infantile botulism; toxin-mediated infectious botulism,other forms of botulism,Other forms of botulism
1A12,Foodborne Clostridium perfringens intoxication,,,enteritis necroticans; foodborne Clostridium welchii intoxication,,Foodborne Clostridium perfringens intoxication; enteritis necroticans; foodborne Clostridium welchii intoxication; foodborne intoxication due to Clostridium perfringens; foodborne intoxication due to Clostridium welchii; pig-bel; pigbel,chapter1,foodborne clostridium perfringens intoxication foodborne clostridium perfringens intoxication foodborne clostridium perfringens intoxication foodborne clostridium perfringens intoxication; enteritis necroticans; foodborne clostridium welchii intoxication; foodborne intoxication due to clostridium perfringens; foodborne intoxication due to clostridium welchii; pig-bel; pigbel foodborne clostridium perfringens intoxication; enteritis necroticans; foodborne clostridium welchii intoxication; foodborne intoxication due to clostridium perfringens; foodborne intoxication due to clostridium welchii; pig-bel; pigbel foodborne clostridium perfringens intoxication; enteritis necroticans; foodborne clostridium welchii intoxication; foodborne intoxication due to clostridium perfringens; foodborne intoxication due to clostridium welchii; pig-bel; pigbel enteritis necroticans; foodborne clostridium welchii intoxication enteritis necroticans; foodborne clostridium welchii intoxication,foodborne clostridium perfringens intoxication,Foodborne Clostridium perfringens intoxication
1A13,Foodborne Bacillus cereus intoxication,,,,,Foodborne Bacillus cereus intoxication; Foodborne intoxication due to Bacillus cereus,chapter1,foodborne bacillus cereus intoxication foodborne bacillus cereus intoxication foodborne bacillus cereus intoxication foodborne bacillus cereus intoxication; foodborne intoxication due to bacillus cereus foodborne bacillus cereus intoxication; foodborne intoxication due to bacillus cereus foodborne bacillus cereus intoxication; foodborne intoxication due to bacillus cereus,foodborne bacillus cereus intoxication,Foodborne Bacillus cereus intoxication
1A20,Enteritis due to Adenovirus,,"A disease of the intestinal tract, caused by an infection with adenovirus. This disease is characterised by a fever, diarrhoea, or vomiting. Transmission is by the faecal-oral route.",,,Enteritis due to Adenovirus; Adenoviral enteritis,chapter1,"enteritis due to adenovirus enteritis due to adenovirus enteritis due to adenovirus enteritis due to adenovirus; adenoviral enteritis enteritis due to adenovirus; adenoviral enteritis enteritis due to adenovirus; adenoviral enteritis a disease of the intestinal tract, caused by an infection with adenovirus. this disease is characterised by a fever, diarrhoea, or vomiting. transmission is by the faecal-oral route.",enteritis due to adenovirus,Enteritis due to Adenovirus
