Sr No.,NUMC_ID,NUMC_CODE,Arabic_term,NUMC_TERM,Short_definition,Long_definition,query,normalized_term
412,411,C-117,قروح و بثور الحلق,Qurūḥ wa Buthūr al-Ḥalaq,Ulcers of pharynx,Wounds and eruptions in the throat caused by humours i.e. <em>Dam</em> (sanguine) and <em>Ṣafrā’</em> (yellow bile) leading to severe burning in the throat. Sometimes they appear in oesophagus and trachea also.,qurūḥ wa buthūr al-ḥalaq qurūḥ wa buthūr al-ḥalaq qurūḥ wa buthūr al-ḥalaq qurūḥ wa buthūr al-ḥalaq قروح و بثور الحلق قروح و بثور الحلق قروح و بثور الحلق قروح و بثور الحلق ulcers of pharynx ulcers of pharynx ulcers of pharynx wounds and eruptions in the throat caused by humours i.e. <em>dam</em> (sanguine) and <em>ṣafrā’</em> (yellow bile) leading to severe burning in the throat. sometimes they appear in oesophagus and trachea also.,qurūḥ wa buthūr al-ḥalaq
413,412,C-118,سوزش حلق/ حرقة الحلق,Sozish-i-Ḥalaq/ Ḥurqa al-Ḥalaq,burning sensation in the throat,Burning in the throat due to the predominance of <em>Ṣafrā’</em> (yellow bile).,sozish-i-ḥalaq/ ḥurqa al-ḥalaq sozish-i-ḥalaq/ ḥurqa al-ḥalaq sozish-i-ḥalaq/ ḥurqa al-ḥalaq sozish-i-ḥalaq/ ḥurqa al-ḥalaq سوزش حلق/ حرقة الحلق سوزش حلق/ حرقة الحلق سوزش حلق/ حرقة الحلق سوزش حلق/ حرقة الحلق burning sensation in the throat burning sensation in the throat burning sensation in the throat burning in the throat due to the predominance of <em>ṣafrā’</em> (yellow bile).,sozish-i-ḥalaq/ ḥurqa al-ḥalaq
414,413,C-119,خشونة الحلق,Khushūna al-Ḥalaq,feeling of roughness in throat,Irritation of throat.,khushūna al-ḥalaq khushūna al-ḥalaq khushūna al-ḥalaq khushūna al-ḥalaq خشونة الحلق خشونة الحلق خشونة الحلق خشونة الحلق feeling of roughness in throat feeling of roughness in throat feeling of roughness in throat irritation of throat.,khushūna al-ḥalaq
415,414,C-120,بحة الصوت/ بحوحة الصوت,Buḥḥa al-Ṣawt/ Buḥūḥa al-Ṣawt,Hoarseness,Change in the pitch/tone of voice.,buḥḥa al-ṣawt/ buḥūḥa al-ṣawt buḥḥa al-ṣawt/ buḥūḥa al-ṣawt buḥḥa al-ṣawt/ buḥūḥa al-ṣawt buḥḥa al-ṣawt/ buḥūḥa al-ṣawt بحة الصوت/ بحوحة الصوت بحة الصوت/ بحوحة الصوت بحة الصوت/ بحوحة الصوت بحة الصوت/ بحوحة الصوت hoarseness hoarseness hoarseness change in the pitch/tone of voice.,buḥḥa al-ṣawt/ buḥūḥa al-ṣawt
416,415,C-121,قصر الصوت,Qaṣr al-Ṣawt,inability to speak properly,A condition in which the patient is unable to complete a sentence without taking break due to respiratory distress. It is treated by breathing exercises.,qaṣr al-ṣawt qaṣr al-ṣawt qaṣr al-ṣawt qaṣr al-ṣawt قصر الصوت قصر الصوت قصر الصوت قصر الصوت inability to speak properly inability to speak properly inability to speak properly a condition in which the patient is unable to complete a sentence without taking break due to respiratory distress. it is treated by breathing exercises.,qaṣr al-ṣawt
417,416,C-122,عسر البلع/ عسر الازدرار,‘Usr al-Bal‘/‘Usr al-Izdirār,Dysphagia,Difficulty in swallowing of food.,‘usr al-bal‘/‘usr al-izdirār ‘usr al-bal‘/‘usr al-izdirār ‘usr al-bal‘/‘usr al-izdirār ‘usr al-bal‘/‘usr al-izdirār عسر البلع/ عسر الازدرار عسر البلع/ عسر الازدرار عسر البلع/ عسر الازدرار عسر البلع/ عسر الازدرار dysphagia dysphagia dysphagia difficulty in swallowing of food.,‘usr al-bal‘/‘usr al-izdirār
418,417,C-123,خلل الصوت,Khalal al-Ṣawt,voice disorder,Defect of voice.,khalal al-ṣawt khalal al-ṣawt khalal al-ṣawt khalal al-ṣawt خلل الصوت خلل الصوت خلل الصوت خلل الصوت voice disorder voice disorder voice disorder defect of voice.,khalal al-ṣawt
419,418,C-124,خشونة الصوت,Khushūna al-Ṣawt,Dysphonia,"A kind of hoarseness of voice. It is caused by the predominance of coldness or spasm of laryngeal muscles. It can also be due to excessive crying and shouting, cutting of uvula and insomnia. It may be congenital and acquired i.e. <em>Khushūna al-Ṣawt Khilqī</em> (congenital) or <em>Khushūna al-Ṣawt Iktisābī</em> (acquired).","khushūna al-ṣawt khushūna al-ṣawt khushūna al-ṣawt khushūna al-ṣawt خشونة الصوت خشونة الصوت خشونة الصوت خشونة الصوت dysphonia dysphonia dysphonia a kind of hoarseness of voice. it is caused by the predominance of coldness or spasm of laryngeal muscles. it can also be due to excessive crying and shouting, cutting of uvula and insomnia. it may be congenital and acquired i.e. <em>khushūna al-ṣawt khilqī</em> (congenital) or <em>khushūna al-ṣawt iktisābī</em> (acquired).",khushūna al-ṣawt
420,419,C-125,انقطاع الصوت,Inqiṭā‘ al-Ṣawt,Aphonia,Complete cessation of voice. It is caused by impaired temperament or damage to larynx or laryngeal muscles.,inqiṭā‘ al-ṣawt inqiṭā‘ al-ṣawt inqiṭā‘ al-ṣawt inqiṭā‘ al-ṣawt انقطاع الصوت انقطاع الصوت انقطاع الصوت انقطاع الصوت aphonia aphonia aphonia complete cessation of voice. it is caused by impaired temperament or damage to larynx or laryngeal muscles.,inqiṭā‘ al-ṣawt
421,420,C-126,غلظة الصوت,Ghilẓa al-Ṣawt,Low pitched voice,"Thickness of voice due to excessive use of larynx e.g shouting, flute playing, etc. It is caused by the expansion of laryngeal muscles.","ghilẓa al-ṣawt ghilẓa al-ṣawt ghilẓa al-ṣawt ghilẓa al-ṣawt غلظة الصوت غلظة الصوت غلظة الصوت غلظة الصوت low pitched voice low pitched voice low pitched voice thickness of voice due to excessive use of larynx e.g shouting, flute playing, etc. it is caused by the expansion of laryngeal muscles.",ghilẓa al-ṣawt
422,421,C-127,دقة الصوت,Diqqa al-Ṣawt,High pitched voice,"A change of voice caused by insomnia, fatigue, strenuous exercise and evacuation.","diqqa al-ṣawt diqqa al-ṣawt diqqa al-ṣawt diqqa al-ṣawt دقة الصوت دقة الصوت دقة الصوت دقة الصوت high pitched voice high pitched voice high pitched voice a change of voice caused by insomnia, fatigue, strenuous exercise and evacuation.",diqqa al-ṣawt
423,422,C-128,كدورة الصوت,Kudūra al-Ṣawt,rumbling voice,A type of abnormal voice which resembles the voice of rubbing of lead and is caused by the predominance of viscous fluid in the throat.,kudūra al-ṣawt kudūra al-ṣawt kudūra al-ṣawt kudūra al-ṣawt كدورة الصوت كدورة الصوت كدورة الصوت كدورة الصوت rumbling voice rumbling voice rumbling voice a type of abnormal voice which resembles the voice of rubbing of lead and is caused by the predominance of viscous fluid in the throat.,kudūra al-ṣawt
424,423,C-129,ارتعاش الصوت,Irti‘āsh al-Ṣawt,Vibrating voice,A vibrating type of voice that may be treated by voice rest at least for one month. The aim behind this is to give complete rest to vocal cords.,irti‘āsh al-ṣawt irti‘āsh al-ṣawt irti‘āsh al-ṣawt irti‘āsh al-ṣawt ارتعاش الصوت ارتعاش الصوت ارتعاش الصوت ارتعاش الصوت vibrating voice vibrating voice vibrating voice a vibrating type of voice that may be treated by voice rest at least for one month. the aim behind this is to give complete rest to vocal cords.,irti‘āsh al-ṣawt
425,424,D,امراض نظام تنفس,Amrāḍ-i-Niẓām-i-Tanaffus,Diseases of Respiratory System,,amrāḍ-i-niẓām-i-tanaffus amrāḍ-i-niẓām-i-tanaffus amrāḍ-i-niẓām-i-tanaffus amrāḍ-i-niẓām-i-tanaffus امراض نظام تنفس امراض نظام تنفس امراض نظام تنفس امراض نظام تنفس diseases of respiratory system diseases of respiratory system diseases of respiratory system,amrāḍ-i-niẓām-i-tanaffus
426,425,D-1,ورم و قروح قصبة الرئة,Waram wa Qurūḥ Qaṣaba al-Ri’a,Tracheitis,Inflammation and ulceration of trachea.,waram wa qurūḥ qaṣaba al-ri’a waram wa qurūḥ qaṣaba al-ri’a waram wa qurūḥ qaṣaba al-ri’a waram wa qurūḥ qaṣaba al-ri’a ورم و قروح قصبة الرئة ورم و قروح قصبة الرئة ورم و قروح قصبة الرئة ورم و قروح قصبة الرئة tracheitis tracheitis tracheitis inflammation and ulceration of trachea.,waram wa qurūḥ qaṣaba al-ri’a
427,426,D-2,ضعف الرئة,Ḍu‘f al-Ri’a,Pulmonary insufficiency,"The weakness of lungs due to infiltration of cold catarrhal fluids. It is characterized by cough, loss of appetite, emaciation, increased viscosity of urine, presence of reddish urine with froth, wheezing, oedematous eyes, often drowsiness, attack of cough in lying down posture, passing of mucoid loose stools three to four times daily.","ḍu‘f al-ri’a ḍu‘f al-ri’a ḍu‘f al-ri’a ḍu‘f al-ri’a ضعف الرئة ضعف الرئة ضعف الرئة ضعف الرئة pulmonary insufficiency pulmonary insufficiency pulmonary insufficiency the weakness of lungs due to infiltration of cold catarrhal fluids. it is characterized by cough, loss of appetite, emaciation, increased viscosity of urine, presence of reddish urine with froth, wheezing, oedematous eyes, often drowsiness, attack of cough in lying down posture, passing of mucoid loose stools three to four times daily.",ḍu‘f al-ri’a
428,427,D-3,نفس,Nafas,Respiration,Respiration,nafas nafas nafas nafas نفس نفس نفس نفس respiration respiration respiration respiration,nafas
429,428,D-3.1,نفس سريع,Nafas Sarī‘,Rapid respiration/Tachypnoea,A condition where respiratory rate is increased. It is due to increased requirement of body e.g. in cases of anaemia.,nafas sarī‘ nafas sarī‘ nafas sarī‘ nafas sarī‘ نفس سريع نفس سريع نفس سريع نفس سريع rapid respiration/tachypnoea rapid respiration/tachypnoea rapid respiration/tachypnoea a condition where respiratory rate is increased. it is due to increased requirement of body e.g. in cases of anaemia.,nafas sarī‘
430,429,D-3.2,نفس شاهق/ نفس عالي/ نفس عظيم,Nafas Shāhiq/ Nafas ‘Ālī/ Nafas ‘Aẓīm,Respiratory distress,A type of respiration in which external respiratory muscles are involved. It occurs in epidemic fevers.,nafas shāhiq/ nafas ‘ālī/ nafas ‘aẓīm nafas shāhiq/ nafas ‘ālī/ nafas ‘aẓīm nafas shāhiq/ nafas ‘ālī/ nafas ‘aẓīm nafas shāhiq/ nafas ‘ālī/ nafas ‘aẓīm نفس شاهق/ نفس عالي/ نفس عظيم نفس شاهق/ نفس عالي/ نفس عظيم نفس شاهق/ نفس عالي/ نفس عظيم نفس شاهق/ نفس عالي/ نفس عظيم respiratory distress respiratory distress respiratory distress a type of respiration in which external respiratory muscles are involved. it occurs in epidemic fevers.,nafas shāhiq/ nafas ‘ālī/ nafas ‘aẓīm
431,430,D-3.3,نفس صغير,Nafas Ṣaghīr,Shallow breathing,A type of respiration that occurs due to pain in the respiratory tract or narrowing of air passages.,nafas ṣaghīr nafas ṣaghīr nafas ṣaghīr nafas ṣaghīr نفس صغير نفس صغير نفس صغير نفس صغير shallow breathing shallow breathing shallow breathing a type of respiration that occurs due to pain in the respiratory tract or narrowing of air passages.,nafas ṣaghīr
432,431,D-3.4,نفس عسر,Nafas ‘Asir,Dyspnoea,"Difficulty in breathing caused by some damage to the respiratory organs, paresis of respiratory muscles due to excessive cold. It can also be caused by the involvement of heart, liver, stomach and diaphragm.","nafas ‘asir nafas ‘asir nafas ‘asir nafas ‘asir نفس عسر نفس عسر نفس عسر نفس عسر dyspnoea dyspnoea dyspnoea difficulty in breathing caused by some damage to the respiratory organs, paresis of respiratory muscles due to excessive cold. it can also be caused by the involvement of heart, liver, stomach and diaphragm.",nafas ‘asir
433,432,D-3.5,نفس غير منتظم/ نفس مختلف,Nafas Ghayr Muntaẓim/ Nafas Mukhtalif,irregular breathing,Irregular respiration.,nafas ghayr muntaẓim/ nafas mukhtalif nafas ghayr muntaẓim/ nafas mukhtalif nafas ghayr muntaẓim/ nafas mukhtalif nafas ghayr muntaẓim/ nafas mukhtalif نفس غير منتظم/ نفس مختلف نفس غير منتظم/ نفس مختلف نفس غير منتظم/ نفس مختلف نفس غير منتظم/ نفس مختلف irregular breathing irregular breathing irregular breathing irregular respiration.,nafas ghayr muntaẓim/ nafas mukhtalif
434,433,D-3.6,نفس قصير,Nafas Qaṣīr,Short respiration,"In this type of respiration, inspiratory and expiratory phase is short. If frequent, it indicates pain of respiratory tract and if infrequent, indicates loss of innate energy of the body.","nafas qaṣīr nafas qaṣīr nafas qaṣīr nafas qaṣīr نفس قصير نفس قصير نفس قصير نفس قصير short respiration short respiration short respiration in this type of respiration, inspiratory and expiratory phase is short. if frequent, it indicates pain of respiratory tract and if infrequent, indicates loss of innate energy of the body.",nafas qaṣīr
