Sr No.,NAMC_ID,NAMC_CODE,NAMC_term,NAMC_term_diacritical,NAMC_term_DEVANAGARI,Short_definition,Long_definition,Ontology_branches,Name English,Name English Under Index,Primary Index Related,query,normalized_term
266,264,ABB-3(SP9Y),a~ggAvadaraNam (kEvalapitta),(a) aṅgāvadaraṇam,अङ्गावदरणम् (केवलपित्त),-,-,-,Cracking body pain disorder (TM2) ⇒,-,Index,(a) aṅgāvadaraṇam (a) aṅgāvadaraṇam (a) aṅgāvadaraṇam (a) aṅgāvadaraṇam a~ggavadaranam (kevalapitta) a~ggavadaranam (kevalapitta) a~ggavadaranam (kevalapitta) cracking body pain disorder (tm2) ⇒ cracking body pain disorder (tm2) ⇒ index index अङ्गावदरणम् (केवलपित्त),(a) aṅgāvadaraṇam
267,265,ABB-4,atisvedaH (kEvalapitta),atisvēdaḥ (kēvalapitta),अतिस्वेदः (केवलपित्त),-,-,-,hyperhidrosis (due only to pittadōṣa),-,-,atisvēdaḥ (kēvalapitta) atisvēdaḥ (kēvalapitta) atisvēdaḥ (kēvalapitta) atisvēdaḥ (kēvalapitta) atisvedah (kevalapitta) atisvedah (kevalapitta) atisvedah (kevalapitta) hyperhidrosis (due only to pittadōṣa) hyperhidrosis (due only to pittadōṣa) अतिस्वेदः (केवलपित्त),atisvēdaḥ (kēvalapitta)
268,266,ABB-5(SM7Y),atRuptiH (kEvalapitta),(a) atṛptiḥ,अतृप्तिः (केवलपित्त),-,-,-,Insatiation disorder (TM2) ⇒,-,Index,(a) atṛptiḥ (a) atṛptiḥ (a) atṛptiḥ (a) atṛptiḥ atruptih (kevalapitta) atruptih (kevalapitta) atruptih (kevalapitta) insatiation disorder (tm2) ⇒ insatiation disorder (tm2) ⇒ index index अतृप्तिः (केवलपित्त),(a) atṛptiḥ
269,267,ABB-6(SM7Y),antardAhaH (kEvalapitta),(a) antardāhaḥ,अन्तर्दाहः (केवलपित्त),-,-,-,Internal burning sensation disorder (TM2) ⇒,Burning stomach pain (TM2)  Heart burn (TM2)            Pyrosis (TM2),Index,(a) antardāhaḥ (a) antardāhaḥ (a) antardāhaḥ (a) antardāhaḥ antardahah (kevalapitta) antardahah (kevalapitta) antardahah (kevalapitta) burning stomach pain (tm2) heart burn (tm2) pyrosis (tm2) burning stomach pain (tm2) heart burn (tm2) pyrosis (tm2) burning stomach pain (tm2) heart burn (tm2) pyrosis (tm2) internal burning sensation disorder (tm2) ⇒ internal burning sensation disorder (tm2) ⇒ index index अन्तर्दाहः (केवलपित्त),(a) antardāhaḥ
270,268,ABB-7(SM3Y),amlakaH (kEvalapitta),(a) amlakaḥ,अम्लकः (केवलपित्त),-,-,-,Painful acid eructatons disorder (TM2) ⇒,-,Index,(a) amlakaḥ (a) amlakaḥ (a) amlakaḥ (a) amlakaḥ amlakah (kevalapitta) amlakah (kevalapitta) amlakah (kevalapitta) painful acid eructatons disorder (tm2) ⇒ painful acid eructatons disorder (tm2) ⇒ index index अम्लकः (केवलपित्त),(a) amlakaḥ
271,269,ABB-8(SP9Y),aMsadAhaH (kEvalapitta),(a) aṃsadāhaḥ,अंसदाहः (केवलपित्त),-,-,-,Burning sensation of shoulder disorder (TM2) ⇒,-,Index,(a) aṃsadāhaḥ (a) aṃsadāhaḥ (a) aṃsadāhaḥ (a) aṃsadāhaḥ amsadahah (kevalapitta) amsadahah (kevalapitta) amsadahah (kevalapitta) burning sensation of shoulder disorder (tm2) ⇒ burning sensation of shoulder disorder (tm2) ⇒ index index अंसदाहः (केवलपित्त),(a) aṃsadāhaḥ
272,270,SM10(ABB-9),AsyavipAkaH (kEvalapitta),(a) āsyavipākaḥ                     (a) mukhpākaḥ,आस्यविपाकः (केवलपित्त),-,"It is characterised by ulcer in the mouth, tongue and spread towards oesophagus and stomach. This may be explained by: (a) Increased pittadosha affecting the mouth.",-,Stomatitis disorder (TM2),-,Primary,"(a) āsyavipākaḥ (a) mukhpākaḥ (a) āsyavipākaḥ (a) mukhpākaḥ (a) āsyavipākaḥ (a) mukhpākaḥ (a) āsyavipākaḥ (a) mukhpākaḥ asyavipakah (kevalapitta) asyavipakah (kevalapitta) asyavipakah (kevalapitta) stomatitis disorder (tm2) stomatitis disorder (tm2) primary primary it is characterised by ulcer in the mouth, tongue and spread towards oesophagus and stomach. this may be explained by: (a) increased pittadosha affecting the mouth. आस्यविपाकः (केवलपित्त)",(a) āsyavipākaḥ (a) mukhpākaḥ
273,271,ABB-10(SP9Y),UShmAdhikyam (kEvalapitta),(a) ūṣmādhikyam,ऊष्माधिक्यम् (केवलपित्त),-,-,-,Excessive temperature disorder (TM2) ⇒,-,Index,(a) ūṣmādhikyam (a) ūṣmādhikyam (a) ūṣmādhikyam (a) ūṣmādhikyam ushmadhikyam (kevalapitta) ushmadhikyam (kevalapitta) ushmadhikyam (kevalapitta) excessive temperature disorder (tm2) ⇒ excessive temperature disorder (tm2) ⇒ index index ऊष्माधिक्यम् (केवलपित्त),(a) ūṣmādhikyam
274,272,ABB-11(SP9Y),oShaH (kEvalapitta),(a) oṣaḥ,ओषः (केवलपित्त),-,-,-,Burning sensation with sweating and restlessness disorder (TM2) ⇒,-,Index,(a) oṣaḥ (a) oṣaḥ (a) oṣaḥ (a) oṣaḥ oshah (kevalapitta) oshah (kevalapitta) oshah (kevalapitta) burning sensation with sweating and restlessness disorder (tm2) ⇒ burning sensation with sweating and restlessness disorder (tm2) ⇒ index index ओषः (केवलपित्त),(a) oṣaḥ
275,273,ABB-12,kakShA (kEvalapitta),kakṣā (kēvalapitta),कक्षा (केवलपित्त),-,"the disorder is characterized by sarvaśarīragāḥ visphōṭakāḥ [blisters all over body], sarāgajvaratarṣayuktāḥ sphōṭāḥ [reddish blisters with fever, thirst]",-,hidradenitis suppurativa/Axillary or inguinal abscess (due only to pittadōṣa),-,-,"kakṣā (kēvalapitta) kakṣā (kēvalapitta) kakṣā (kēvalapitta) kakṣā (kēvalapitta) kaksha (kevalapitta) kaksha (kevalapitta) kaksha (kevalapitta) hidradenitis suppurativa/axillary or inguinal abscess (due only to pittadōṣa) hidradenitis suppurativa/axillary or inguinal abscess (due only to pittadōṣa) the disorder is characterized by sarvaśarīragāḥ visphōṭakāḥ [blisters all over body], sarāgajvaratarṣayuktāḥ sphōṭāḥ [reddish blisters with fever, thirst] कक्षा (केवलपित्त)",kakṣā (kēvalapitta)
