code,title,fsn,definition,inclusions,exclusions,icd_index_terms,chapter,index_terms
SS74,balgham predominant temperament pattern tm2,,,,,balgham predominant temperament pattern tm2 c balghamī al mizāj c mizāj bārid ratb cold and moist temperament pattern tm2,,balgham predominant temperament pattern tm2 balgham predominant temperament pattern tm2 balgham predominant temperament pattern tm2 balgham predominant temperament pattern tm2 c balghamī al mizāj c mizāj bārid ratb cold and moist temperament pattern tm2 balgham predominant temperament pattern tm2 c balghamī al mizāj c mizāj bārid ratb cold and moist temperament pattern tm2 balgham predominant temperament pattern tm2 c balghamī al mizāj c mizāj bārid ratb cold and moist temperament pattern tm2
SS75,sawdā’ predominant temperament pattern tm2,,,,,sawdā’ predominant temperament pattern tm2 c mizāj bārid yābis c sawdāwī al mizāj cold and dry temperament pattern tm2,,sawdā’ predominant temperament pattern tm2 sawdā’ predominant temperament pattern tm2 sawdā’ predominant temperament pattern tm2 sawdā’ predominant temperament pattern tm2 c mizāj bārid yābis c sawdāwī al mizāj cold and dry temperament pattern tm2 sawdā’ predominant temperament pattern tm2 c mizāj bārid yābis c sawdāwī al mizāj cold and dry temperament pattern tm2 sawdā’ predominant temperament pattern tm2 c mizāj bārid yābis c sawdāwī al mizāj cold and dry temperament pattern tm2
SS80,kapha predominant age pattern tm2,,,,,kapha predominant age pattern tm2 a bālyāvasthā a bālāvasthā,,kapha predominant age pattern tm2 kapha predominant age pattern tm2 kapha predominant age pattern tm2 kapha predominant age pattern tm2 a bālyāvasthā a bālāvasthā kapha predominant age pattern tm2 a bālyāvasthā a bālāvasthā kapha predominant age pattern tm2 a bālyāvasthā a bālāvasthā
SS81,pitta predominant age pattern tm2,,,,,pitta predominant age pattern tm2 a madhyamāvasthā,,pitta predominant age pattern tm2 pitta predominant age pattern tm2 pitta predominant age pattern tm2 pitta predominant age pattern tm2 a madhyamāvasthā pitta predominant age pattern tm2 a madhyamāvasthā pitta predominant age pattern tm2 a madhyamāvasthā
SS82,vata predominant age pattern tm2,,,,,vata predominant age pattern tm2 a sthāviryaṃ a vārdhakyaṃ a vṛddhāvasthā,,vata predominant age pattern tm2 vata predominant age pattern tm2 vata predominant age pattern tm2 vata predominant age pattern tm2 a sthāviryaṃ a vārdhakyaṃ a vṛddhāvasthā vata predominant age pattern tm2 a sthāviryaṃ a vārdhakyaṃ a vṛddhāvasthā vata predominant age pattern tm2 a sthāviryaṃ a vārdhakyaṃ a vṛddhāvasthā
SS83,childhood age pattern tm2,,,,,childhood age pattern tm2 b kāppu cĕṅkīrai tālāṭṭu cappāṇi muttam varukai ampuli ciṟṟil b nīrāṭal ciṟupaṟai b pālaṉ b ammāṉai ciṟuter b ūcal pālaṉ b petai,,childhood age pattern tm2 childhood age pattern tm2 childhood age pattern tm2 childhood age pattern tm2 b kāppu cĕṅkīrai tālāṭṭu cappāṇi muttam varukai ampuli ciṟṟil b nīrāṭal ciṟupaṟai b pālaṉ b ammāṉai ciṟuter b ūcal pālaṉ b petai childhood age pattern tm2 b kāppu cĕṅkīrai tālāṭṭu cappāṇi muttam varukai ampuli ciṟṟil b nīrāṭal ciṟupaṟai b pālaṉ b ammāṉai ciṟuter b ūcal pālaṉ b petai childhood age pattern tm2 b kāppu cĕṅkīrai tālāṭṭu cappāṇi muttam varukai ampuli ciṟṟil b nīrāṭal ciṟupaṟai b pālaṉ b ammāṉai ciṟuter b ūcal pālaṉ b petai
SS84,adult age pattern tm2,,,,,adult age pattern tm2 b mīl̤i b pĕtumpai maṟavoṉ b maṅkai tiṟavoṉ b maṭantai viṭalai b arivai kāl̤ai b tĕrivai mutumakaṉ b peril̤am pĕṇ,,adult age pattern tm2 adult age pattern tm2 adult age pattern tm2 adult age pattern tm2 b mīl̤i b pĕtumpai maṟavoṉ b maṅkai tiṟavoṉ b maṭantai viṭalai b arivai kāl̤ai b tĕrivai mutumakaṉ b peril̤am pĕṇ adult age pattern tm2 b mīl̤i b pĕtumpai maṟavoṉ b maṅkai tiṟavoṉ b maṭantai viṭalai b arivai kāl̤ai b tĕrivai mutumakaṉ b peril̤am pĕṇ adult age pattern tm2 b mīl̤i b pĕtumpai maṟavoṉ b maṅkai tiṟavoṉ b maṭantai viṭalai b arivai kāl̤ai b tĕrivai mutumakaṉ b peril̤am pĕṇ
SS85,old age pattern tm2,,,,,old age pattern tm2 b mutumakaṉ b pēriḷam peṇ,,old age pattern tm2 old age pattern tm2 old age pattern tm2 old age pattern tm2 b mutumakaṉ b pēriḷam peṇ old age pattern tm2 b mutumakaṉ b pēriḷam peṇ old age pattern tm2 b mutumakaṉ b pēriḷam peṇ
SS86,hot and moist predominant temperament age pattern tm2,,,,,hot and moist predominant temperament age pattern tm2 c senn e nomov c senn e ḥadāthat c sinn i numū c sinn i ḥadāthat,,hot and moist predominant temperament age pattern tm2 hot and moist predominant temperament age pattern tm2 hot and moist predominant temperament age pattern tm2 hot and moist predominant temperament age pattern tm2 c senn e nomov c senn e ḥadāthat c sinn i numū c sinn i ḥadāthat hot and moist predominant temperament age pattern tm2 c senn e nomov c senn e ḥadāthat c sinn i numū c sinn i ḥadāthat hot and moist predominant temperament age pattern tm2 c senn e nomov c senn e ḥadāthat c sinn i numū c sinn i ḥadāthat
SS87,hot predominant temperament with lesser degree of moistness age pattern tm2,,,,,hot predominant temperament with lesser degree of moistness age pattern tm2 c senn e shabāb c senn e wuqūf c sinn i shabāb c sinn i wuqūf,,hot predominant temperament with lesser degree of moistness age pattern tm2 hot predominant temperament with lesser degree of moistness age pattern tm2 hot predominant temperament with lesser degree of moistness age pattern tm2 hot predominant temperament with lesser degree of moistness age pattern tm2 c senn e shabāb c senn e wuqūf c sinn i shabāb c sinn i wuqūf hot predominant temperament with lesser degree of moistness age pattern tm2 c senn e shabāb c senn e wuqūf c sinn i shabāb c sinn i wuqūf hot predominant temperament with lesser degree of moistness age pattern tm2 c senn e shabāb c senn e wuqūf c sinn i shabāb c sinn i wuqūf
SS88,cold and dry predominant temperament age pattern tm2,,,,,cold and dry predominant temperament age pattern tm2 c senn i kohūlat c senn i inḥiṭāṭ c sinn i kuhūlat c sinn i inḥiṭāṭ,,cold and dry predominant temperament age pattern tm2 cold and dry predominant temperament age pattern tm2 cold and dry predominant temperament age pattern tm2 cold and dry predominant temperament age pattern tm2 c senn i kohūlat c senn i inḥiṭāṭ c sinn i kuhūlat c sinn i inḥiṭāṭ cold and dry predominant temperament age pattern tm2 c senn i kohūlat c senn i inḥiṭāṭ c sinn i kuhūlat c sinn i inḥiṭāṭ cold and dry predominant temperament age pattern tm2 c senn i kohūlat c senn i inḥiṭāṭ c sinn i kuhūlat c sinn i inḥiṭāṭ
SS89,cold predominant temperament with greater degree of dryness age pattern tm2,,,,,cold predominant temperament with greater degree of dryness age pattern tm2 c sinn i shaykhūkhat,,cold predominant temperament with greater degree of dryness age pattern tm2 cold predominant temperament with greater degree of dryness age pattern tm2 cold predominant temperament with greater degree of dryness age pattern tm2 cold predominant temperament with greater degree of dryness age pattern tm2 c sinn i shaykhūkhat cold predominant temperament with greater degree of dryness age pattern tm2 c sinn i shaykhūkhat cold predominant temperament with greater degree of dryness age pattern tm2 c sinn i shaykhūkhat
ST00,abnormal temperament pattern tm2,,,,,abnormal temperament pattern tm2 c sū’ i mizāj immoderate temperament tm2 impaired temperament tm2 morbid temperament tm2,,abnormal temperament pattern tm2 abnormal temperament pattern tm2 abnormal temperament pattern tm2 abnormal temperament pattern tm2 c sū’ i mizāj immoderate temperament tm2 impaired temperament tm2 morbid temperament tm2 abnormal temperament pattern tm2 c sū’ i mizāj immoderate temperament tm2 impaired temperament tm2 morbid temperament tm2 abnormal temperament pattern tm2 c sū’ i mizāj immoderate temperament tm2 impaired temperament tm2 morbid temperament tm2
ST01,simple morbid temperament pattern tm2,,,,,simple morbid temperament pattern tm2 c sū’ i mizāj mufrad,,simple morbid temperament pattern tm2 simple morbid temperament pattern tm2 simple morbid temperament pattern tm2 simple morbid temperament pattern tm2 c sū’ i mizāj mufrad simple morbid temperament pattern tm2 c sū’ i mizāj mufrad simple morbid temperament pattern tm2 c sū’ i mizāj mufrad
ST02,simple abnormal temperament without substance pattern tm2,,,,,simple abnormal temperament without substance pattern tm2 c sū’ i mizāj mufrad sāda c mizāj ghayr mu‘tadil mufrad sāda c sū’ i mizāj sāda c sū’ i mizāj sādeh simple abnormal temperament pattern tm2,,simple abnormal temperament without substance pattern tm2 simple abnormal temperament without substance pattern tm2 simple abnormal temperament without substance pattern tm2 simple abnormal temperament without substance pattern tm2 c sū’ i mizāj mufrad sāda c mizāj ghayr mu‘tadil mufrad sāda c sū’ i mizāj sāda c sū’ i mizāj sādeh simple abnormal temperament pattern tm2 simple abnormal temperament without substance pattern tm2 c sū’ i mizāj mufrad sāda c mizāj ghayr mu‘tadil mufrad sāda c sū’ i mizāj sāda c sū’ i mizāj sādeh simple abnormal temperament pattern tm2 simple abnormal temperament without substance pattern tm2 c sū’ i mizāj mufrad sāda c mizāj ghayr mu‘tadil mufrad sāda c sū’ i mizāj sāda c sū’ i mizāj sādeh simple abnormal temperament pattern tm2
ST03,abnormal hot temperament pattern tm2,,,,,abnormal hot temperament pattern tm2 c sū’ i mizāj ḥārr,,abnormal hot temperament pattern tm2 abnormal hot temperament pattern tm2 abnormal hot temperament pattern tm2 abnormal hot temperament pattern tm2 c sū’ i mizāj ḥārr abnormal hot temperament pattern tm2 c sū’ i mizāj ḥārr abnormal hot temperament pattern tm2 c sū’ i mizāj ḥārr
ST04,abnormal cold temperament pattern tm2,,,,,abnormal cold temperament pattern tm2 c sū’ i mizāj bāred c sū’ i mizāj bārid,,abnormal cold temperament pattern tm2 abnormal cold temperament pattern tm2 abnormal cold temperament pattern tm2 abnormal cold temperament pattern tm2 c sū’ i mizāj bāred c sū’ i mizāj bārid abnormal cold temperament pattern tm2 c sū’ i mizāj bāred c sū’ i mizāj bārid abnormal cold temperament pattern tm2 c sū’ i mizāj bāred c sū’ i mizāj bārid
ST05,abnormal moist temperament pattern tm2,,,,,abnormal moist temperament pattern tm2 c sū’ i mizāj raṭb,,abnormal moist temperament pattern tm2 abnormal moist temperament pattern tm2 abnormal moist temperament pattern tm2 abnormal moist temperament pattern tm2 c sū’ i mizāj raṭb abnormal moist temperament pattern tm2 c sū’ i mizāj raṭb abnormal moist temperament pattern tm2 c sū’ i mizāj raṭb
ST06,abnormal dry temperament pattern tm2,,,,,abnormal dry temperament pattern tm2 c sū’ i mizāj yābis,,abnormal dry temperament pattern tm2 abnormal dry temperament pattern tm2 abnormal dry temperament pattern tm2 abnormal dry temperament pattern tm2 c sū’ i mizāj yābis abnormal dry temperament pattern tm2 c sū’ i mizāj yābis abnormal dry temperament pattern tm2 c sū’ i mizāj yābis
ST07,abnormal temperament associated with substance pattern tm2,,,,,abnormal temperament associated with substance pattern tm2 c sū’ i mizāj mufrad māddī c sū’ i mizāj māddī simple abnormal temperament with substance pattern tm2,,abnormal temperament associated with substance pattern tm2 abnormal temperament associated with substance pattern tm2 abnormal temperament associated with substance pattern tm2 abnormal temperament associated with substance pattern tm2 c sū’ i mizāj mufrad māddī c sū’ i mizāj māddī simple abnormal temperament with substance pattern tm2 abnormal temperament associated with substance pattern tm2 c sū’ i mizāj mufrad māddī c sū’ i mizāj māddī simple abnormal temperament with substance pattern tm2 abnormal temperament associated with substance pattern tm2 c sū’ i mizāj mufrad māddī c sū’ i mizāj māddī simple abnormal temperament with substance pattern tm2
ST08,abnormal hot temperament with substance pattern tm2,,,,,abnormal hot temperament with substance pattern tm2 c sū’ i mizāj ḥārr māddī,,abnormal hot temperament with substance pattern tm2 abnormal hot temperament with substance pattern tm2 abnormal hot temperament with substance pattern tm2 abnormal hot temperament with substance pattern tm2 c sū’ i mizāj ḥārr māddī abnormal hot temperament with substance pattern tm2 c sū’ i mizāj ḥārr māddī abnormal hot temperament with substance pattern tm2 c sū’ i mizāj ḥārr māddī
ST09,abnormal cold temperament with substance pattern tm2,,,,,abnormal cold temperament with substance pattern tm2 c sū’ i mizāj bārid māddī,,abnormal cold temperament with substance pattern tm2 abnormal cold temperament with substance pattern tm2 abnormal cold temperament with substance pattern tm2 abnormal cold temperament with substance pattern tm2 c sū’ i mizāj bārid māddī abnormal cold temperament with substance pattern tm2 c sū’ i mizāj bārid māddī abnormal cold temperament with substance pattern tm2 c sū’ i mizāj bārid māddī
ST0A,abnormal moist temperament with substance pattern tm2,,,,,abnormal moist temperament with substance pattern tm2 c sū’ i mizāj raṭb māddī,,abnormal moist temperament with substance pattern tm2 abnormal moist temperament with substance pattern tm2 abnormal moist temperament with substance pattern tm2 abnormal moist temperament with substance pattern tm2 c sū’ i mizāj raṭb māddī abnormal moist temperament with substance pattern tm2 c sū’ i mizāj raṭb māddī abnormal moist temperament with substance pattern tm2 c sū’ i mizāj raṭb māddī
ST0B,abnormal dry temperament with substance pattern tm2,,,,,abnormal dry temperament with substance pattern tm2 c sū’ i mizāj yābis māddī,,abnormal dry temperament with substance pattern tm2 abnormal dry temperament with substance pattern tm2 abnormal dry temperament with substance pattern tm2 abnormal dry temperament with substance pattern tm2 c sū’ i mizāj yābis māddī abnormal dry temperament with substance pattern tm2 c sū’ i mizāj yābis māddī abnormal dry temperament with substance pattern tm2 c sū’ i mizāj yābis māddī
ST0C,compound morbid temperament pattern tm2,,,,,compound morbid temperament pattern tm2 c mizāj ghayr mu‘tadil murakkab c sū’ i mizāj murakkab,,compound morbid temperament pattern tm2 compound morbid temperament pattern tm2 compound morbid temperament pattern tm2 compound morbid temperament pattern tm2 c mizāj ghayr mu‘tadil murakkab c sū’ i mizāj murakkab compound morbid temperament pattern tm2 c mizāj ghayr mu‘tadil murakkab c sū’ i mizāj murakkab compound morbid temperament pattern tm2 c mizāj ghayr mu‘tadil murakkab c sū’ i mizāj murakkab
