code,title,fully specified name,description,inclusions,exclusions,index terms,chapter
2F71.3,"Neoplasms of uncertain behaviour of trachea, bronchus or lung",,,,,"Neoplasms of uncertain behaviour of trachea, bronchus or lung; Pulmonary adenomatosis of uncertain behaviour of unspecified site; Bronchial adenoma of uncertain behaviour of unspecified site; Intravascular bronchial alveolar tumour uncertain behaviour of unspecified site",chapter2
2F71.4,Neoplasms of uncertain behaviour of mediastinum,,,,,Neoplasms of uncertain behaviour of mediastinum,chapter2
2F72,Neoplasms of uncertain behaviour of skin,,,,,Neoplasms of uncertain behaviour of skin,chapter2
2F72.1,Spitzoid tumour of uncertain malignant potential,,"A spindle cell and epithelioid cell melanocytic neoplasm in which there are sufficient features distinguishing it from a benign Spitz naevus to cast doubt on its benign nature. These atypical features include development in adult life, asymmetry, large diameter (>6 and especially >10 mm), significant thickness (particularly subcutaneous extension), lack of “maturation” and nodule formation, cytological atypia and a high mitotic rate.",,,Spitzoid tumour of uncertain malignant potential; Atypical Spitz naevus; STUMP - [Spitzoid tumour of uncertain malignant potential]; atypical Spitz tumour; atypical Spitz tumour of uncertain malignant potential,chapter2
2F72.2,Melanocytic naevus with severe melanocytic dysplasia,,"Melanocytic naevus with severe melanocytic dysplasia is a histopathological diagnosis based on the presence of severe cytological atypia, defined as enlarged, spindle- and epithelioid-shaped melanocytes with hyperchromatic nuclei (typically at least twice the size of those of basal keratinocytes) and distinct nucleoli. Such naevi tend to be irregular in size and pigmentation and to have been excised because of concern that they may represent early melanoma.",,,Melanocytic naevus with severe melanocytic dysplasia; Dysplastic naevus with severe melanocytic dysplasia; Severely dysplastic melanocytic naevus,chapter2
2F73,Neoplasms of uncertain behaviour of retroperitoneum,,,,,Neoplasms of uncertain behaviour of retroperitoneum; Retroperitoneal fibromatosis of uncertain behaviour,chapter2
2F74,Neoplasms of uncertain behaviour of peritoneum,,,,,Neoplasms of uncertain behaviour of peritoneum; Cystic mesothelioma of uncertain behaviour,chapter2
2F75,Neoplasms of uncertain behaviour of breast,,,,,Neoplasms of uncertain behaviour of breast; Neoplastic lesions of uncertain behaviour of breast; neoplasm of uncertain behaviour of skin of breast; Flat epithelial atypia of breast; Atypical ductal hyperplasia of breast; Atypical lobular hyperplasia of breast; Atypical papilloma of breast; Borderline phyllodes tumour of breast; phyllodes cystosarcoma of unspecified site; phyllodes tumor NOS; Desmoid fibromatosis of breast,chapter2
2F76,Neoplasms of uncertain behaviour of female genital organs,,,,,"Neoplasms of uncertain behaviour of female genital organs; Neoplasms of uncertain behaviour of uterus; Endometrial stromatosis uncertain behaviour of unspecified site; Stromal endometriosis uncertain behaviour of unspecified site; Stromal myosis uncertain behaviour of unspecified site; Neoplasms of uncertain behaviour of ovary; Androblastoma of uncertain behaviour of unspecified site, female; Arrhenoblastoma of uncertain behaviour of unspecified site, female; Brenner tumour of borderline malignancy of unspecified site; Carcinoid with struma ovarii of uncertain behaviour; Endometrioid adenofibroma of borderline malignancy of unspecified site; Endometrioid cystadenofibroma of borderline malignancy of unspecified site; Gonadoblastoma of uncertain behaviour of unspecified site, female; Gonocytoma of uncertain behaviour of unspecified site, female; Granulosa cell tumour uncertain behaviour of unspecified site; granulosa cell tumor NOS; Gyandroblastoma of uncertain behaviour of unspecified site, female; Juvenile granulosa cell tumour uncertain behaviour of unspecified site; Leydig cell tumour uncertain behaviour of unspecified site, female; Mucinous tumour of low malignant potential of unspecified site; Multilocular cyst of uncertain behaviour of unspecified site; Multilocular ovarian cyst of uncertain behaviour; Ovarian stromal tumour of uncertain behaviour; Proliferating Brenner tumour of unspecified site; Serous surface papilloma, borderline malignancy of unspecified site; Serous tumour, low malignant potential of unspecified site; Sex cord tumour with annular tubules uncertain behaviour of unspecified site; Strumal carcinoid of uncertain behaviour of unspecified site; Theca cell granulosa tumour uncertain behaviour of unspecified site; Borderline epithelial tumour of ovary; Mucinous cystadenoma, borderline malignancy of ovary; mucinous cystadenoma, borderline malignancy, unspecified site; Neoplasms of uncertain behaviour of placenta; Chorioadenoma of uncertain behaviour of unspecified site; Destructive mole of uncertain behaviour of unspecified site; Mola destruens of uncertain behaviour of unspecified site; Trophoblastic placental site tumour uncertain behaviour of unspecified site; Invasive mole; Invasive hydatidiform mole; malignant hydatidiform mole; Chorioadenoma destruens",chapter2
2F77,Neoplasms of uncertain behaviour of male genital organs,,,,,"Neoplasms of uncertain behaviour of male genital organs; Neoplasms of uncertain behaviour of testis; Androblastoma of uncertain behaviour of unspecified site, male; Arrhenoblastoma of uncertain behaviour of unspecified site, male; Gonadoblastoma of uncertain behaviour of unspecified site, male; Gonocytoma of uncertain behaviour of unspecified site, male; Gyandroblastoma of uncertain behaviour of unspecified site, male; Leydig cell tumour uncertain behaviour of unspecified site, male; Testicular stromal tumour uncertain behaviour of unspecified site; Neoplasms of uncertain behaviour of prostate",chapter2
2F78,Neoplasms of uncertain behaviour of urinary organs,,,,,"Neoplasms of uncertain behaviour of urinary organs; Neoplasms of uncertain behaviour of kidney; Juxtaglomerular tumour of uncertain behaviour; Mesoblastic nephroma; Congenital mesoblastic nephroma; Boland's tumor; fetal renal hamartoma; Reninoma of uncertain behaviour; Neoplasms of uncertain behaviour of renal pelvis; Papilloma of renal pelvis, uncertain behaviour; Transitional papilloma of renal pelvis, uncertain behaviour; Neoplasms of uncertain behaviour of ureter; Papilloma of ureter, uncertain behaviour; Transitional papilloma of ureter, uncertain behaviour; Neoplasms of uncertain behaviour of urethra; Neoplasms of uncertain behaviour of bladder; Neoplasms of uncertain behaviour of urinary bladder; Bladder polyp of uncertain behaviour; urinary bladder polyp of uncertain behaviour; Papilloma of bladder of uncertain behaviour; papilloma of urinary bladder of uncertain behaviour; Transitional papilloma of bladder of uncertain behaviour; transitional papilloma of urinary bladder of uncertain behaviour",chapter2
2F79,Neoplasms of uncertain behaviour of eye or ocular adnexa,,,,,Neoplasms of uncertain behaviour of eye or ocular adnexa,chapter2
2F7A,Neoplasms of uncertain behaviour of endocrine glands,,,,,,chapter2
2F7A.0,Multiple polyglandular tumours,,,,,Multiple polyglandular tumours; multiple endocrine neoplasia syndromes; polyglandular syndrome; Carney triad; Carney Stratakis syndrome; Carney dyad; Carney-Stratakis dyad; GIST- [gastrointestinal stromal tumour] paraganglioma dyad; Paraganglioma and gastric stromal sarcoma; Multiple endocrine neoplasia type 1; MEN1 - [multiple endocrine neoplasia type 1]; Multiple endocrine neoplasia type 2; MEN2 - [multiple endocrine neoplasia type 2]; Sipple syndrome; Multiple endocrine neoplasia type 2A; Multiple endocrine neoplasia type 2B; Multiple endocrine neoplasia type 4; MEN4 - [multiple endocrine neoplasia type 4],chapter2
2F7B,Neoplasms of uncertain behaviour of bone or articular cartilage,,,,,Neoplasms of uncertain behaviour of bone or articular cartilage; Aggressive osteoblastoma of unspecified site; Ecchondrosis of uncertain behaviour of unspecified site; Ecchondrosis of unspecified site; Giant cell tumour of bone uncertain behaviour of unspecified site; Odontogenic tumour uncertain behaviour of unspecified site; Osteochondromatosis uncertain behaviour of unspecified site; Osteoclastoma uncertain behaviour of unspecified site,chapter2
2F7C,Neoplasms of uncertain behaviour of connective or other soft tissue,,,,,Neoplasms of uncertain behaviour of connective or other soft tissue; Neck hemangiopericytoma; Abdominal desmoid of uncertain behaviour of unspecified site; Abdominal fibromatosis of unspecified site; Aggressive fibromatosis of unspecified site; Angioblastoma of unspecified site; Angiomyxoma of unspecified site; Atypical fibrous histiocytoma of unspecified site; Atypical fibroxanthoma of unspecified site; Congenital generalised fibromatosis of unspecified site; Desmoid of unspecified site; Desmoplastic fibroma of unspecified site; Extra-abdominal desmoid of uncertain behaviour of unspecified site; Haemangioblastoma of unspecified site; Haemangiopericytoma of unspecified site; Invasive fibroma of unspecified site; Leiomyomatosis of unspecified site; Lymphangiomyomatosis of unspecified site; Mesenchymoma of unspecified site; Myofibromatosis of uncertain behaviour of unspecified site; Soft parts giant cell tumour of unspecified site,chapter2
2F90,Neoplasms of unknown behaviour of oral cavity or digestive organs,,,,,,chapter2
2F90.0,Neoplasms of unknown behaviour of colon,,,,,Neoplasms of unknown behaviour of colon; colon tumour NOS; Colorectal tumour; colorectal tumour NOS,chapter2
2F90.1,Neoplasms of unknown behaviour of rectum,,,,,Neoplasms of unknown behaviour of rectum; rectal tumour NOS; rectum tumour NOS,chapter2
2F91,"Neoplasms of unknown behaviour of middle ear, respiratory or intrathoracic organs",,,,,,chapter2
2F91.0,Neoplasms of unknown behaviour of larynx,,,,,Neoplasms of unknown behaviour of larynx; larynx tumour NOS,chapter2
2F91.1,"Neoplasms of unknown behaviour of trachea, bronchus or lung",,,,,"Neoplasms of unknown behaviour of trachea, bronchus or lung; trachea, bronchus or lung tumour NOS; Intravascular bronchial alveolar tumour of unspecified site; Bronchial adenoma of unknown behaviour of unspecified site; Intravascular bronchial alveolar tumour unknown behaviour of unspecified site; Lung hemangiopericytoma of unknown behaviour; Pulmonary adenomatosis of unknown behaviour of unspecified site; Trachea carina neoplasm of unknown behaviour; trachea carina neoplasm NOS; Lung tumour; Bronchus tumour; Trachea tumour",chapter2
2F92,Neoplasms of unknown behaviour of skin,,,,,Neoplasms of unknown behaviour of skin; skin tumour NOS,chapter2
2F93,Neoplasms of unknown behaviour of retroperitoneum,,,,,Neoplasms of unknown behaviour of retroperitoneum; retroperitoneum tumour NOS,chapter2
2F94,Neoplasms of unknown behaviour of peritoneum,,,,,Neoplasms of unknown behaviour of peritoneum; peritoneum tumour NOS,chapter2
2F95,Neoplasms of unknown behaviour of breast,,,,,Neoplasms of unknown behaviour of breast; breast tumour NOS; neoplasm of unknown behaviour of skin of breast,chapter2
2F96,Neoplasms of unknown behaviour of female genital organs,,,,,"Neoplasms of unknown behaviour of female genital organs; female genital organ tumour NOS; Neoplasms of unknown behaviour of uterus; uterus tumour NOS; Endometrial stromatosis unknown behaviour of unspecified site; Stromal endometriosis unknown behaviour of unspecified site; Stromal myosis unknown behaviour of unspecified site; Neoplasms of unknown behaviour of ovary; ovary tumour NOS; Androblastoma of unknown behaviour of unspecified site, female; Arrhenoblastoma of unknown behaviour of unspecified site, female; Carcinoid with struma ovarii of unknown behaviour; Gonadoblastoma of unknown behaviour of unspecified site, female; Gonocytoma of unknown behaviour of unspecified site, female; Granulosa cell tumour unknown behaviour of unspecified site; Gynandroblastoma of unknown behaviour of unspecified site, female; Juvenile granulosa cell tumour unknown behaviour of unspecified site; Leydig cell tumour unknown behaviour of unspecified site, female; Multilocular cyst of unknown behaviour of unspecified site; Multilocular ovarian cyst of unknown behaviour; Ovarian stromal tumour of unknown behaviour; Sex cord tumour with annular tubules unknown behaviour of unspecified site; Strumal carcinoid of unknown behaviour of unspecified site; Theca cell granulosa tumour unknown behaviour of unspecified site; Neoplasms of unknown behaviour of placenta; placenta tumour NOS; Chorioadenoma of unknown behaviour of unspecified site; Destructive mole of unknown behaviour of unspecified site; Mola destruens of unknown behaviour of unspecified site; Trophoblastic placental site tumour unknown behaviour of unspecified site; Gartner’s duct neoplasm; Urethrovaginal neoplasm",chapter2
2F97,Neoplasms of unknown behaviour of male genital organs,,,,,"Neoplasms of unknown behaviour of male genital organs; male genital organ tumour NOS; Neoplasms of unknown behaviour of testis; testis tumour NOS; Androblastoma of unknown behaviour of unspecified site, male; Arrhenoblastoma of unknown behaviour of unspecified site, male; Gonadoblastoma of unknown behaviour of unspecified site, male; Gonocytoma of unknown behaviour of unspecified site, male; Gyandroblastoma of unknown behaviour of unspecified site, male; Leydig cell tumour unknown behaviour of unspecified site, male; Testicular stromal tumour unknown behaviour of unspecified site; Neoplasms of unknown behaviour of prostate; prostate tumour NOS",chapter2
